concept,ticket_id,title,type,status
Detail View,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Detail View,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Detail View,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Detail View,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Detail View,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
Detail View,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Detail View,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Dashboard View,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Dashboard View,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Dashboard View,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Dashboard View,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Dashboard View,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Dashboard View,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Dashboard View,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Dashboard View,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Dashboard View,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Dashboard View,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Dashboard View,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Dashboard View,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Dashboard View,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Dashboard View,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Dashboard View,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Dashboard View,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Dashboard View,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Lookup View,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Lookup View,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Lookup View,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Lookup View,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Lookup View,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Lookup View,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Lookup View,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Lookup View,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Lookup View,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Lookup View,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Lookup View,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Lookup View,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Lookup View,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Lookup View,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Lookup View,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Lookup View,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Lookup View,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Lookup View,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Lookup View,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Lookup View,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
View Items,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
View Items,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
View Items,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
View Items,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
View Items,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
View Items,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
View Items,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
View Items,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
View Items,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
View Items,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
View Items,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
View Items,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
View Items,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
View Items,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
View Items,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
View Items,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
View Items,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
View Items,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
View Items,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
View Items,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
View Items,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Static View Items,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Static View Items,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Static View Items,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Static View Items,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Static View Items,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Static View Items,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Static View Items,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Static View Items,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Static View Items,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Static View Items,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Static View Items,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Static View Items,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Static View Items,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Static View Items,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Static View Items,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Static View Items,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Static View Items,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Static View Items,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Dashboard View Items,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Dashboard View Items,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Dashboard View Items,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Dashboard View Items,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Dashboard View Items,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Dashboard View Items,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Dashboard View Items,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Dashboard View Items,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Dashboard View Items,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Dashboard View Items,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Dashboard View Items,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Dashboard View Items,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Dashboard View Items,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Dashboard View Items,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Dashboard View Items,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Dashboard View Items,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Dashboard View Items,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Dashboard View Items,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Action Container View Items,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Action Container View Items,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Action Container View Items,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Action Container View Items,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Action Container View Items,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Action Container View Items,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Action Container View Items,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Action Container View Items,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Action Container View Items,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Action Container View Items,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Action Container View Items,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Action Container View Items,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Action Container View Items,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Action Container View Items,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Action Container View Items,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Action Container View Items,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Action Container View Items,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Action Container View Items,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Action Container View Items,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
View Customization,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
View Customization,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
View Customization,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
View Customization,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
View Customization,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
View Customization,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
View Customization,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
View Customization,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
View Customization,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
View Customization,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
View Customization,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
View Customization,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
View Customization,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
View Customization,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
View Customization,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
View Customization,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Master-Detail Views,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Master-Detail Views,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Master-Detail Views,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Master-Detail Views,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Master-Detail Views,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Master-Detail Views,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Master-Detail Views,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Master-Detail Views,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Master-Detail Views,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Master-Detail Views,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Master-Detail Views,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Master-Detail Views,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Master-Detail Views,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Master-Detail Views,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Master-Detail Views,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Nested Views,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Nested Views,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Nested Views,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Nested Views,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Nested Views,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Nested Views,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Nested Views,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Nested Views,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Nested Views,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Nested Views,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Nested Views,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Nested Views,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Nested Views,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Nested Views,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Nested Views,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
Nested Views,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
View Variants,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
View Variants,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
View Variants,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
View Variants,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
View Variants,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
View Variants,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
View Variants,T1317104,"When is the function ""UpdateDatabaseAfterUpdateSchema"" invoked",InsuffInfo,Closed
View Variants,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
View Variants,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
View Variants,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
View Variants,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
View Variants,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
View Variants,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
View Variants,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
View Variants,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
View Variants,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
View Variants,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
View Variants,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
View Variants,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
View Variants,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
View Variants,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
View Variants,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
View Variants,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
View Lifecycle,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
View Lifecycle,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
View Lifecycle,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
View Lifecycle,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
View Lifecycle,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
View Lifecycle,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
View Lifecycle,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
View Lifecycle,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
View Lifecycle,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
View Lifecycle,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
View Lifecycle,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
View Lifecycle,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
View Lifecycle,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
View Lifecycle,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
View Lifecycle,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
View Lifecycle,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Layout Generation,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Layout Generation,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Layout Generation,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Layout Generation,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Layout Generation,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Layout Generation,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Layout Generation,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Layout Generation,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Layout Generation,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Layout Generation,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Layout Generation,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Layout Generation,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Layout Generation,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Layout Generation,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Layout Generation,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Layout Generation,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Layout Generation,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Layout Generation,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Layout Runtime Customization,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Layout Runtime Customization,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Layout Runtime Customization,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Layout Runtime Customization,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Layout Runtime Customization,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Layout Runtime Customization,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Layout Runtime Customization,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Layout Runtime Customization,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Layout Runtime Customization,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Layout Runtime Customization,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Layout Runtime Customization,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Layout Runtime Customization,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Layout Runtime Customization,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Layout Runtime Customization,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Layout Runtime Customization,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Layout Runtime Customization,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Layout Runtime Customization,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Layout Runtime Customization,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Popup Windows,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Popup Windows,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Popup Windows,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Popup Windows,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Popup Windows,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Popup Windows,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Popup Windows,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Popup Windows,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Popup Windows,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Popup Windows,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Popup Windows,T1308472,audit-trail-module-xpo doesn't reflect changes from BC about non-persistent properties,InvalidInfo,Closed
Popup Windows,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Popup Windows,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Popup Windows,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Popup Windows,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Tree List,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Tree List,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Tree List,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Tree List,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Tree List,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
