concept,ticket_id,title,type,status
Object Relationships,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Object Relationships,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Object Relationships,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Object Relationships,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Object Relationships,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Object Relationships,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Object Relationships,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Object Relationships,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Object Relationships,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Object Relationships,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Object Relationships,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Object Relationships,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Object Relationships,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Object Relationships,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Object Relationships,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Object Relationships,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Object Relationships,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Object Relationships,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
Object Relationships,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Object Relationships,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Object Relationships,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Object Relationships,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Object Relationships,T1296694,ModelValidationRulesNodeGenerator Class | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,InvalidInfo,Closed
Object Relationships,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Object Relationships,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Object Relationships,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Object Relationships,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Object Relationships,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Object Relationships,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Business Object Lifecycle,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Business Object Lifecycle,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Business Object Lifecycle,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Business Object Lifecycle,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Business Object Lifecycle,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Business Object Lifecycle,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Business Object Lifecycle,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Business Object Lifecycle,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Business Object Lifecycle,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Business Object Lifecycle,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Business Object Lifecycle,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Business Object Lifecycle,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Business Object Lifecycle,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Business Object Lifecycle,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Business Object Lifecycle,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Business Object Lifecycle,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Business Object Lifecycle,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Business Object Lifecycle,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Business Object Lifecycle,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
Business Object Lifecycle,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Business Object Lifecycle,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Business Object Lifecycle,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Business Object Lifecycle,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Business Object Lifecycle,T1296694,ModelValidationRulesNodeGenerator Class | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,InvalidInfo,Closed
Business Object Lifecycle,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Business Object Lifecycle,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Business Object Lifecycle,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Business Object Lifecycle,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Business Object Lifecycle,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Business Object Lifecycle,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Collection Property,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Collection Property,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Collection Property,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Collection Property,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Collection Property,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Collection Property,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Collection Property,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Collection Property,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Collection Property,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Collection Property,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Collection Property,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Collection Property,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Collection Property,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Collection Property,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Collection Property,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Collection Property,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Collection Property,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Collection Property,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Collection Property,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Collection Property,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Collection Property,T1306062,Create a Calculated Property - useless instruction,InvalidInfo,Closed
Collection Property,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Collection Property,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Collection Property,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Collection Property,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Collection Property,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Collection Property,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
Collection Property,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Collection Property,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Collection Property,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Collection Property,T1282060,Implement a Property Editor Based on a Custom Component ,InsuffInfo,Archived
Collection Property,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Collection Property,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Collection Property,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Reference Property,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Reference Property,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Reference Property,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Reference Property,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Reference Property,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Reference Property,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Reference Property,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Reference Property,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Reference Property,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Reference Property,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Reference Property,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Reference Property,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Reference Property,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Reference Property,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Reference Property,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Reference Property,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Reference Property,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Reference Property,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Reference Property,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Reference Property,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Reference Property,T1306062,Create a Calculated Property - useless instruction,InvalidInfo,Closed
Reference Property,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Reference Property,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Reference Property,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Reference Property,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Reference Property,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Reference Property,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
Reference Property,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Reference Property,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Reference Property,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Reference Property,T1282060,Implement a Property Editor Based on a Custom Component ,InsuffInfo,Archived
Reference Property,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Reference Property,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Reference Property,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Calculated Property,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Calculated Property,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Calculated Property,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Calculated Property,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Calculated Property,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Calculated Property,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Calculated Property,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Calculated Property,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Calculated Property,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Calculated Property,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Calculated Property,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Calculated Property,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Calculated Property,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Calculated Property,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Calculated Property,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Calculated Property,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Calculated Property,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Calculated Property,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Calculated Property,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Calculated Property,T1306062,Create a Calculated Property - useless instruction,InvalidInfo,Closed
Calculated Property,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Calculated Property,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Calculated Property,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Calculated Property,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Calculated Property,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Calculated Property,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
Calculated Property,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Calculated Property,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Calculated Property,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Calculated Property,T1282060,Implement a Property Editor Based on a Custom Component ,InsuffInfo,Archived
Calculated Property,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Calculated Property,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Calculated Property,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Property Metadata,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Property Metadata,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Property Metadata,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Property Metadata,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Property Metadata,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Property Metadata,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Property Metadata,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Property Metadata,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Property Metadata,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Property Metadata,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Property Metadata,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Property Metadata,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Property Metadata,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Property Metadata,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Property Metadata,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Property Metadata,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Property Metadata,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Property Metadata,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Property Metadata,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Property Metadata,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Property Metadata,T1306062,Create a Calculated Property - useless instruction,InvalidInfo,Closed
Property Metadata,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Property Metadata,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Property Metadata,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Property Metadata,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Property Metadata,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Property Metadata,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
Property Metadata,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Property Metadata,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Property Metadata,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Property Metadata,T1282060,Implement a Property Editor Based on a Custom Component ,InsuffInfo,Archived
Property Metadata,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Property Metadata,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Property Metadata,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Criteria,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Criteria,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Criteria,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Criteria,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Criteria,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Criteria,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Criteria,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Criteria,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Criteria,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Criteria,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Criteria,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Criteria,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Criteria,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Criteria,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Criteria,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Criteria,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Criteria,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Criteria,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Criteria,T1304108,Function Criteria Operators contains string that lead to a parse exception,InvalidCode,Closed
Criteria,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Criteria,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Criteria,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Criteria,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Criteria,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Criteria,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Criteria,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Criteria,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Built-in Criteria Operators,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Built-in Criteria Operators,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Built-in Criteria Operators,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Built-in Criteria Operators,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Built-in Criteria Operators,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Built-in Criteria Operators,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Built-in Criteria Operators,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Built-in Criteria Operators,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Built-in Criteria Operators,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Built-in Criteria Operators,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Built-in Criteria Operators,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Built-in Criteria Operators,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Built-in Criteria Operators,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Built-in Criteria Operators,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Built-in Criteria Operators,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Built-in Criteria Operators,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Built-in Criteria Operators,T1304108,Function Criteria Operators contains string that lead to a parse exception,InvalidCode,Closed
Built-in Criteria Operators,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Built-in Criteria Operators,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Built-in Criteria Operators,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Built-in Criteria Operators,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Built-in Criteria Operators,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Built-in Criteria Operators,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Built-in Criteria Operators,T1280134,Help topic misses links to XPO examples,InsuffInfo,Closed
Built-in Criteria Operators,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Custom Criteria Functions,T1320997,Queryable Mode - invalid and outdated info,InvalidInfo,Closed
Custom Criteria Functions,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Custom Criteria Functions,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Custom Criteria Functions,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Custom Criteria Functions,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Custom Criteria Functions,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Custom Criteria Functions,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Custom Criteria Functions,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Custom Criteria Functions,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Custom Criteria Functions,T1314393,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Custom Criteria Functions,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Custom Criteria Functions,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Custom Criteria Functions,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Custom Criteria Functions,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Custom Criteria Functions,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
