doc_id,section_id,is_api,platforms,connections,concepts
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::1,False,[],18,['Report Parameters' 'Reports']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::4,False,[],26,['Report Parameters' 'Reports']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::5,False,[],57,['Application Model' 'Model Editor' 'Report Parameters' 'Reports']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::6,False,[],49,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/DataTypeCaption1137968,DataTypeCaption1137968::1,True,[],15,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/DataTypeName1137969,DataTypeName1137969::1,True,[],22,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/IsPredefined1137973,IsPredefined1137973::1,True,[],6,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/ParametersObjectType1137974,ParametersObjectType1137974::1,True,[],17,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/ParametersObjectTypeName1137975,ParametersObjectTypeName1137975::1,True,[],23,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.EF/ReportDataV2/ReportDataV2,ReportDataV2::1,True,[],30,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/DataTypeCaption1137729,DataTypeCaption1137729::1,True,[],11,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/DataTypeName1137730,DataTypeName1137730::1,True,[],19,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/IsPredefined1137733,IsPredefined1137733::1,True,[],5,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/ParametersObjectType1137734,ParametersObjectType1137734::1,True,[],21,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/ParametersObjectTypeName1137735,ParametersObjectTypeName1137735::1,True,[],23,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/ReportDataV2,ReportDataV2::1,True,[],26,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.Persistent.Base.ReportsV2/CollectionDataSource/CollectionDataSource,CollectionDataSource::1,True,[],33,['Reports']
data/raw_md/apidoc/DevExpress.Persistent.Base.ReportsV2/DataSourceBase/UpdateCriteriaWithReportParameters,UpdateCriteriaWithReportParameters::1,True,[],1,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.Persistent.Base.ReportsV2/ViewDataSource/ViewDataSource,ViewDataSource::1,True,[],31,['Reports']
