source_doc,source_section,source_is_api,source_concepts,target_doc,target_section,target_is_api,target_concepts,similarity,priority_score,is_cross_corpus,max_tickets,pair_type,similarity_band
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxTreeListEditor/TreeListCommandActionColumnModels,TreeListCommandActionColumnModels::1,True,['Blazor'],data/raw_md/articles/app-shell-and-base-infrastructure/tree-list-editors/display-a-tree-list-with-flat-data-objects-asp-net-core-blazor,display-a-tree-list-with-flat-data-objects-asp-net-core-blazor::7,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Business Object'
 'Database Update' 'Entity Framework Core' 'List View' 'Model Editor'
 'Tree List' 'View Types' 'Views' 'XPO']",0.7381270527839661,2.214381158351898,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/controllers-and-actions/dialog-controller,dialog-controller::6,False,['Controller Types' 'Controllers' 'Dialog Controller'],data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/Controllers1130676,Controllers1130676::2,True,[],0.7380995154380798,2.2142985463142395,True,1144,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/Controllers1130676,Controllers1130676::2,True,[],data/raw_md/articles/ui-construction/controllers-and-actions/dialog-controller,dialog-controller::6,False,['Controller Types' 'Controllers' 'Dialog Controller'],0.7380995154380798,2.2142985463142395,True,1144,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ViewItem/View1135752,View1135752::3,True,"['List Editors' 'List View' 'Property Editors' 'View Items' 'View Types'
 'Views']",data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-using-a-devexpress-winforms-control,implement-a-property-editor-using-a-devexpress-winforms-control::14,False,"['Application Model' 'Model Editor' 'Property Editors' 'WinForms'
 'Windows']",0.738059937953949,2.214179813861847,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-using-a-devexpress-winforms-control,implement-a-property-editor-using-a-devexpress-winforms-control::14,False,"['Application Model' 'Model Editor' 'Property Editors' 'WinForms'
 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ViewItem/View1135752,View1135752::3,True,"['List Editors' 'List View' 'Property Editors' 'View Items' 'View Types'
 'Views']",0.738059937953949,2.214179813861847,True,2772,ca,0.70-0.75
data/raw_md/articles/ui-construction/action-containers,action-containers::6,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Model Editor']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/BlazorActionContainerViewItem/Register,Register::1,True,"['.NET Runtime' 'Action Containers' 'Actions' 'Blazor' 'View Items'
 'Views']",0.7379823327064514,2.2139469981193542,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/BlazorActionContainerViewItem/Register,Register::1,True,"['.NET Runtime' 'Action Containers' 'Actions' 'Blazor' 'View Items'
 'Views']",data/raw_md/articles/ui-construction/action-containers,action-containers::6,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Model Editor']",0.7379823327064514,2.2139469981193542,True,2772,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::7,False,['ApplicationBuilder' 'Audit Trail' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.ExpressApp.AuditTrail/AuditTrailOptions/AuditDataItemPersistentType,AuditDataItemPersistentType::1,True,['Business Logic' 'Business Object' 'XPO'],0.7379314303398132,2.2137942910194397,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Security/ISecurityUserLockout/ISecurityUserLockout,ISecurityUserLockout::5,True,['ApplicationBuilder' 'Entity Framework Core'],data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-system-user-based-on-an-existing-business-class,implement-a-custom-security-system-user-based-on-an-existing-business-class::39,False,['ApplicationBuilder' 'Business Object' 'Security System'],0.7379014492034912,2.2137043476104736,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-system-user-based-on-an-existing-business-class,implement-a-custom-security-system-user-based-on-an-existing-business-class::39,False,['ApplicationBuilder' 'Business Object' 'Security System'],data/raw_md/apidoc/DevExpress.ExpressApp.Security/ISecurityUserLockout/ISecurityUserLockout,ISecurityUserLockout::5,True,['ApplicationBuilder' 'Entity Framework Core'],0.7379014492034912,2.2137043476104736,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateDetailView1134370,CreateDetailView1134370::2,True,[],data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-implement-a-singleton-business-object-and-show-its-detail-view,how-to-implement-a-singleton-business-object-and-show-its-detail-view::7,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Detail View' 'View Types'
 'Views' 'WinForms']",0.7378939390182495,2.2136818170547485,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-implement-a-singleton-business-object-and-show-its-detail-view,how-to-implement-a-singleton-business-object-and-show-its-detail-view::7,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Detail View' 'View Types'
 'Views' 'WinForms']",data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateDetailView1134370,CreateDetailView1134370::2,True,[],0.7378939390182495,2.2136818170547485,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/ShowViewParameters,ShowViewParameters::2,True,['Blazor' 'Windows'],data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-implement-a-singleton-business-object-and-show-its-detail-view,how-to-implement-a-singleton-business-object-and-show-its-detail-view::7,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Detail View' 'View Types'
 'Views' 'WinForms']",0.7378664016723633,2.21359920501709,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-implement-a-singleton-business-object-and-show-its-detail-view,how-to-implement-a-singleton-business-object-and-show-its-detail-view::7,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Detail View' 'View Types'
 'Views' 'WinForms']",data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/ShowViewParameters,ShowViewParameters::2,True,['Blazor' 'Windows'],0.7378664016723633,2.21359920501709,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Templates/IActionContainer/IActionContainer,IActionContainer::1,True,['Action Containers' 'Actions' 'Application Model' 'Business Object'],data/raw_md/articles/ui-construction/view-items-and-property-editors,view-items-and-property-editors::2,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Collection Property' 'Collection Property Editors' 'Dashboard View'
 'Detail View' 'List View' 'Nested Views' 'Property Editor Types'
 'Property Editors' 'Reference Property' 'View Customization' 'View Items'
 'View Types' 'Views' 'WinForms' 'Windows']",0.7378347516059875,2.2135042548179626,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors,view-items-and-property-editors::2,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Collection Property' 'Collection Property Editors' 'Dashboard View'
 'Detail View' 'List View' 'Nested Views' 'Property Editor Types'
 'Property Editors' 'Reference Property' 'View Customization' 'View Items'
 'View Types' 'Views' 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Templates/IActionContainer/IActionContainer,IActionContainer::1,True,['Action Containers' 'Actions' 'Application Model' 'Business Object'],0.7378347516059875,2.2135042548179626,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceController/AppearanceApplied1135918,AppearanceApplied1135918::1,True,['Application Model' 'Conditional Appearance' 'Criteria'],data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::3,False,['Application Model' 'Business Object' 'Conditional Appearance' 'Criteria'],0.7378249168395996,2.213474750518799,True,484,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SetData_1,SetData_1::1,True,['Entity Framework Core'],data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-execute-custom-code-when-a-report-is-persisted,how-to-execute-custom-code-when-a-report-is-persisted::9,False,['Entity Framework Core'],0.7377938628196716,2.213381588459015,True,470,ac,0.70-0.75
data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-execute-custom-code-when-a-report-is-persisted,how-to-execute-custom-code-when-a-report-is-persisted::9,False,['Entity Framework Core'],data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SetData_1,SetData_1::1,True,['Entity Framework Core'],0.7377938628196716,2.213381588459015,True,470,ca,0.70-0.75
data/raw_md/articles/business-model-design-orm/non-persistent-objects/how-to-display-a-detail-view-with-data-from-a-stored-procedure-from-the-navigation,how-to-display-a-detail-view-with-data-from-a-stored-procedure-from-the-navigation::9,False,"['Business Object' 'Detail View' 'Non-persistent Object' 'View Types'
 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/ObjectByKeyGetting1163896,ObjectByKeyGetting1163896::1,True,"['Business Object' 'Detail View' 'Non-persistent Object' 'View Types'
 'Views']",0.7377830147743225,2.2133490443229675,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/ObjectByKeyGetting1163896,ObjectByKeyGetting1163896::1,True,"['Business Object' 'Detail View' 'Non-persistent Object' 'View Types'
 'Views']",data/raw_md/articles/business-model-design-orm/non-persistent-objects/how-to-display-a-detail-view-with-data-from-a-stored-procedure-from-the-navigation,how-to-display-a-detail-view-with-data-from-a-stored-procedure-from-the-navigation::9,False,"['Business Object' 'Detail View' 'Non-persistent Object' 'View Types'
 'Views']",0.7377830147743225,2.2133490443229675,True,2772,ac,0.70-0.75
data/raw_md/articles/app-shell-and-base-infrastructure/tree-list-editors/tree-list-editors-module-overview,tree-list-editors-module-overview::3,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Business Objects'
 'List Editors' 'Object Relationships' 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.TreeListEditors/TreeListEditorsModuleBase/TreeListEditorsModuleBase,TreeListEditorsModuleBase::1,True,['Tree List' 'WinForms' 'Windows'],0.7377669215202332,2.2133007645606995,True,850,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.TreeListEditors/TreeListEditorsModuleBase/TreeListEditorsModuleBase,TreeListEditorsModuleBase::1,True,['Tree List' 'WinForms' 'Windows'],data/raw_md/articles/app-shell-and-base-infrastructure/tree-list-editors/tree-list-editors-module-overview,tree-list-editors-module-overview::3,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Business Objects'
 'List Editors' 'Object Relationships' 'WinForms' 'Windows']",0.7377669215202332,2.2133007645606995,True,850,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Model.NodeGenerators/ModelViewsNodesGenerator/ModelViewsNodesGenerator,ModelViewsNodesGenerator::1,True,['List View' 'Lookup View' 'View Types' 'Views'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/customize-application-model-in-code/create-additional-list-view-nodes-in-code-using-a-generator-updater,create-additional-list-view-nodes-in-code-using-a-generator-updater::10,False,['Application Model' 'Model Editor'],0.7377498149871826,2.213249444961548,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/customize-application-model-in-code/create-additional-list-view-nodes-in-code-using-a-generator-updater,create-additional-list-view-nodes-in-code-using-a-generator-updater::10,False,['Application Model' 'Model Editor'],data/raw_md/apidoc/DevExpress.ExpressApp.Model.NodeGenerators/ModelViewsNodesGenerator/ModelViewsNodesGenerator,ModelViewsNodesGenerator::1,True,['List View' 'Lookup View' 'View Types' 'Views'],0.7377498149871826,2.213249444961548,True,2772,ca,0.70-0.75
data/raw_md/articles/event-planning-and-notifications/how-to-use-notifications-with-a-custom-business-class,how-to-use-notifications-with-a-custom-business-class::2,False,['Business Object' 'Notifications'],data/raw_md/apidoc/DevExpress.Persistent.Base.General/ISupportNotifications/ISupportNotifications,ISupportNotifications::1,True,['Business Object' 'Entity Framework Core' 'Notifications' 'XPO'],0.7376854419708252,2.2130563259124756,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base.General/ISupportNotifications/ISupportNotifications,ISupportNotifications::1,True,['Business Object' 'Entity Framework Core' 'Notifications' 'XPO'],data/raw_md/articles/event-planning-and-notifications/how-to-use-notifications-with-a-custom-business-class,how-to-use-notifications-with-a-custom-business-class::2,False,['Business Object' 'Notifications'],0.7376854419708252,2.2130563259124756,True,470,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Validation/PersistenceValidationController/PersistenceValidationController,PersistenceValidationController::2,True,['Entity Framework Core'],data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-validation-rules,test-validation-rules::3,False,['Validation'],0.7376257181167603,2.2128771543502808,True,470,ac,0.70-0.75
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-validation-rules,test-validation-rules::3,False,['Validation'],data/raw_md/apidoc/DevExpress.ExpressApp.Validation/PersistenceValidationController/PersistenceValidationController,PersistenceValidationController::2,True,['Entity Framework Core'],0.7376257181167603,2.2128771543502808,True,470,ca,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/store-the-application-model-differences-in-the-database,store-the-application-model-differences-in-the-database::2,False,['Application Model' 'Blazor' 'Model Differences'],data/raw_md/apidoc/DevExpress.ExpressApp/ModelDifferenceStore/ModelDifferenceStore,ModelDifferenceStore::1,True,['Application Model' 'Entity Framework Core' 'Model Differences'],0.7375801205635071,2.2127403616905212,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/ModelDifferenceStore/ModelDifferenceStore,ModelDifferenceStore::1,True,['Application Model' 'Entity Framework Core' 'Model Differences'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/store-the-application-model-differences-in-the-database,store-the-application-model-differences-in-the-database::2,False,['Application Model' 'Blazor' 'Model Differences'],0.7375801205635071,2.2127403616905212,True,484,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/customize-application-model-in-code/create-additional-list-view-nodes-in-code-using-a-generator-updater,create-additional-list-view-nodes-in-code-using-a-generator-updater::12,False,[],data/raw_md/apidoc/DevExpress.ExpressApp.Model.NodeGenerators/ModelViewsNodesGenerator/ModelViewsNodesGenerator,ModelViewsNodesGenerator::1,True,['List View' 'Lookup View' 'View Types' 'Views'],0.737565279006958,2.212695837020874,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Model.NodeGenerators/ModelViewsNodesGenerator/ModelViewsNodesGenerator,ModelViewsNodesGenerator::1,True,['List View' 'Lookup View' 'View Types' 'Views'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/customize-application-model-in-code/create-additional-list-view-nodes-in-code-using-a-generator-updater,create-additional-list-view-nodes-in-code-using-a-generator-updater::12,False,[],0.737565279006958,2.212695837020874,True,2772,ac,0.70-0.75
