section_id,doc_id,api_id,api_name,api_type,namespace
WinActionContainerViewItem::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinActionContainerViewItem/WinActionContainerViewItem,DevExpress.ExpressApp.Editors.ViewItemAttribute,ViewItemAttribute,class,DevExpress.ExpressApp.Editors
WinActionContainerViewItem::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinActionContainerViewItem/WinActionContainerViewItem,DevExpress.ExpressApp.Win.Editors.WinActionContainerViewItem._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Editors.WinActionContainerViewItem
WinActionContainerViewItem::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinActionContainerViewItem/WinActionContainerViewItem,DevExpress.ExpressApp.Win.Editors.WinActionContainerViewItem,WinActionContainerViewItem,property,DevExpress.ExpressApp.Win.Editors
WinActionContainerViewItem::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinActionContainerViewItem/WinActionContainerViewItem,DevExpress.ExpressApp.Win.Templates.ActionContainers.ButtonsContainer,ButtonsContainer,class,DevExpress.ExpressApp.Win.Templates.ActionContainers
#ctor1138169::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/#ctor1138169,DevExpress.ExpressApp.Model.IModelListView,IModelListView,interface,DevExpress.ExpressApp.Model
#ctor1138169::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/#ctor1138169,DevExpress.ExpressApp.Model.IModelListView,IModelListView,interface,DevExpress.ExpressApp.Model
#ctor1138169::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/#ctor1138169,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor,WinColumnsListEditor,class,DevExpress.ExpressApp.Win.Editors
BreakLinksToControls1138186::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/BreakLinksToControls1138186,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.BreakLinksToControls,BreakLinksToControls,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
CanShowPopupMenu1138187::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CanShowPopupMenu1138187,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.CanShowPopupMenu,CanShowPopupMenu,class,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
ColumnCreated1138170::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/ColumnCreated1138170,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.ColumnCreated,ColumnCreated,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Columns1138203::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Columns1138203,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Columns,Columns,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Columns1138203::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Columns1138203,DevExpress.ExpressApp.Win.Editors.WinGridColumnWrapper,WinGridColumnWrapper,class,DevExpress.ExpressApp.Win.Editors
ContextMenuTemplate1138205::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/ContextMenuTemplate1138205,DevExpress.ExpressApp.Templates.IContextMenuTemplate,IContextMenuTemplate,interface,DevExpress.ExpressApp.Templates
ContextMenuTemplate1138205::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/ContextMenuTemplate1138205,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.ContextMenuTemplate,ContextMenuTemplate,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
CustomizeAppearance1138174::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeAppearance1138174,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.CustomizeAppearance,CustomizeAppearance,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
CustomizeGridColumn1138176::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.CustomizeGridColumn,CustomizeGridColumn,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
CustomizeGridColumn1138176::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.ExpressApp,ExpressApp,class,DevExpress
CustomizeGridColumn1138176::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
CustomizeGridColumn1138176::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.XtraGrid.Columns.FixedStyle.Left,Left,class,DevExpress.XtraGrid.Columns.FixedStyle
CustomizeGridColumn1138176::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.ExpressApp,ExpressApp,class,DevExpress
CustomizeGridColumn1138176::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
CustomizeGridColumn1138176::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/CustomizeGridColumn1138176,DevExpress.XtraGrid.Columns.FixedStyle.Left,Left,class,DevExpress.XtraGrid.Columns.FixedStyle
Dispose1138188::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Dispose1138188,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Dispose,Dispose,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
FilterColumnsMode1138206::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FilterColumnsMode1138206,DevExpress.ExpressApp,ExpressApp,class,DevExpress
FilterColumnsMode1138206::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FilterColumnsMode1138206,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
FilterColumnsMode1138206::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FilterColumnsMode1138206,DevExpress.ExpressApp.Win.Editors.FilterColumnsMode,FilterColumnsMode,property,DevExpress.ExpressApp.Win.Editors
FilterColumnsMode1138206::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FilterColumnsMode1138206,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.FilterColumnsMode,FilterColumnsMode,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
FindColumnPropertyName1138190::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FindColumnPropertyName1138190,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.FindColumnProperty,FindColumnProperty,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
FindColumnPropertyName1138190::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FindColumnPropertyName1138190,DevExpress.XtraGrid.Columns.GridColumn,GridColumn,class,DevExpress.XtraGrid.Columns
FindColumnPropertyName1138190::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FindColumnPropertyName1138190,DevExpress.XtraGrid.Columns.GridColumn,GridColumn,property,DevExpress.XtraGrid.Columns
FocusedObject1176126::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/FocusedObject1176126,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.FocusedObject,FocusedObject,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
GetIndexByObject1138191::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/GetIndexByObject1138191,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.GetIndexByObject,GetIndexByObject,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
GetObjectByIndex1138192::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/GetObjectByIndex1138192,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.GetObjectByIndex,GetObjectByIndex,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
GetOrderedObjects1138193::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/GetOrderedObjects1138193,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.GetOrderedObjects,GetOrderedObjects,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
GetSelectedObjects1138194::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/GetSelectedObjects1138194,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.GetSelectedObjects,GetSelectedObjects,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Grid1138207::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Grid1138207,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Grid,Grid,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Grid1138207::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Grid1138207,DevExpress.XtraGrid.GridControl,GridControl,property,DevExpress.XtraGrid
LookupColumnFilterMode1138208::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.LookupColumnFilterMode,LookupColumnFilterMode,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
LookupColumnFilterMode1138208::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.XtraGrid.ColumnFilterMode,ColumnFilterMode,property,DevExpress.XtraGrid
LookupColumnFilterMode1138208::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.ExpressApp,ExpressApp,class,DevExpress
LookupColumnFilterMode1138208::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
LookupColumnFilterMode1138208::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.XtraGrid.ColumnFilterMode.DisplayText,DisplayText,class,DevExpress.XtraGrid.ColumnFilterMode
LookupColumnFilterMode1138208::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.ExpressApp,ExpressApp,class,DevExpress
LookupColumnFilterMode1138208::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
LookupColumnFilterMode1138208::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/LookupColumnFilterMode1138208,DevExpress.XtraGrid.ColumnFilterMode.DisplayText,DisplayText,class,DevExpress.XtraGrid.ColumnFilterMode
Name1138209::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Name1138209,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Name,Name,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
OnExporting1138195::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/OnExporting1138195,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.OnExporting,OnExporting,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Printable1138211::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Printable1138211,DevExpress.ExpressApp.SystemModule.ExportController,ExportController,class,DevExpress.ExpressApp.SystemModule
Printable1138211::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Printable1138211,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Printable,Printable,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Printable1138211::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Printable1138211,DevExpress.XtraPrinting.IBasePrintable,IBasePrintable,interface,DevExpress.XtraPrinting
PrintableChanged1138179::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/PrintableChanged1138179,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.PrintableChanged,PrintableChanged,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
ReadOnlyEditors1138212::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/ReadOnlyEditors1138212,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.ReadOnlyEditors,ReadOnlyEditors,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
RemoveColumn1138197::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138197,DevExpress.ExpressApp.Win.Editors.IModelSynchronizersHolder,IModelSynchronizersHolder,interface,DevExpress.ExpressApp.Win.Editors
RemoveColumn1138197::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138197,DevExpress.ExpressApp.Win.Editors.IModelSynchronizersHolder,IModelSynchronizersHolder,interface,DevExpress.ExpressApp.Win.Editors
RemoveColumn1138197::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138197,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.RemoveColumn,RemoveColumn,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
RemoveColumn1138197::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138197,DevExpress.XtraGrid.Columns.GridColumn,GridColumn,class,DevExpress.XtraGrid.Columns
RemoveColumn1138197::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138197,DevExpress.XtraGrid.Columns.GridColumn,GridColumn,property,DevExpress.XtraGrid.Columns
RemoveColumn1138198::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138198,DevExpress.ExpressApp.Editors.ColumnWrapper,ColumnWrapper,class,DevExpress.ExpressApp.Editors
RemoveColumn1138198::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138198,DevExpress.ExpressApp.Editors.ColumnWrapper,ColumnWrapper,property,DevExpress.ExpressApp.Editors
RemoveColumn1138198::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RemoveColumn1138198,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.RemoveColumn,RemoveColumn,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
RepositoryFactory1138213::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RepositoryFactory1138213,DevExpress.ExpressApp.Win.Editors.RepositoryEditorsFactory,RepositoryEditorsFactory,property,DevExpress.ExpressApp.Win.Editors
RepositoryFactory1138213::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/RepositoryFactory1138213,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.RepositoryFactory,RepositoryFactory,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
SelectionType1138215::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SelectionType1138215,DevExpress.ExpressApp.SelectionType,SelectionType,property,DevExpress.ExpressApp
SelectionType1138215::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SelectionType1138215,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.SelectionType,SelectionType,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
SetHtmlFormattingEnabled1138199::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SetHtmlFormattingEnabled1138199,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.SetHtmlFormattingEnabled,SetHtmlFormattingEnabled,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
SetMenuManager1138200::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SetMenuManager1138200,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.SetMenuManager,SetMenuManager,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
SetMenuManager1138200::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SetMenuManager1138200,DevExpress.Utils.Menu.IDXMenuManager,IDXMenuManager,interface,DevExpress.Utils.Menu
SetMenuManager1138200::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SetMenuManager1138200,DevExpress.Utils.Menu.IDXMenuManager,IDXMenuManager,interface,DevExpress.Utils.Menu
Setup1138201::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Setup1138201,DevExpress.ExpressApp.CollectionSourceBase,CollectionSourceBase,class,DevExpress.ExpressApp
Setup1138201::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Setup1138201,DevExpress.ExpressApp.CollectionSourceBase,CollectionSourceBase,property,DevExpress.ExpressApp
Setup1138201::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Setup1138201,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.Setup,Setup,method,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
Setup1138201::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Setup1138201,DevExpress.ExpressApp.XafApplication,XafApplication,class,DevExpress.ExpressApp
Setup1138201::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/Setup1138201,DevExpress.ExpressApp.XafApplication,XafApplication,property,DevExpress.ExpressApp
SupportedExportFormats1138216::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SupportedExportFormats1138216,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor.SupportedExportFormats,SupportedExportFormats,property,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
SupportedExportFormats1138216::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/SupportedExportFormats1138216,DevExpress.XtraPrinting.ExportTarget,ExportTarget,class,DevExpress.XtraPrinting
WinColumnsListEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/WinColumnsListEditor,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor
WinColumnsListEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinColumnsListEditor/WinColumnsListEditor,DevExpress.ExpressApp.Win.Editors.WinColumnsListEditor,WinColumnsListEditor,property,DevExpress.ExpressApp.Win.Editors
BreakLinksToControl1131152::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/BreakLinksToControl1131152,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor.BreakLinksToControl,BreakLinksToControl,class,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor
Control1131153::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/Control1131153,DevExpress.ExpressApp.Editors.ViewItem.CreateControl,CreateControl,method,DevExpress.ExpressApp.Editors.ViewItem
Control1131153::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/Control1131153,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor.ControlBindingProperty,ControlBindingProperty,class,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor
Control1131153::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/Control1131153,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor.Control,Control,property,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor
ControlBindingProperty1131154::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/ControlBindingProperty1131154,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor.ControlBindingProperty,ControlBindingProperty,property,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor
WinPropertyEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Editors.PropertyEditor,PropertyEditor,class,DevExpress.ExpressApp.Editors
WinPropertyEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Editors.PropertyEditorAttribute,PropertyEditorAttribute,class,DevExpress.ExpressApp.Editors
WinPropertyEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor
WinPropertyEditor::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Win.Editors.WinPropertyEditor,WinPropertyEditor,property,DevExpress.ExpressApp.Win.Editors
WinPropertyEditor::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Editors,Editors,class,DevExpress.ExpressApp
WinPropertyEditor::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Model,Model,class,DevExpress.ExpressApp
WinPropertyEditor::2,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
WinPropertyEditor::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Editors,Editors,class,DevExpress.ExpressApp
WinPropertyEditor::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Model,Model,class,DevExpress.ExpressApp
WinPropertyEditor::3,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Editors/WinPropertyEditor/WinPropertyEditor,DevExpress.ExpressApp.Win.Editors,Editors,class,DevExpress.ExpressApp.Win
#ctor1135015::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/ConfirmationDialogClosedEventArgs/#ctor1135015,DevExpress.ExpressApp.Win.Core.ConfirmationDialogClosedEventArgs,ConfirmationDialogClosedEventArgs,delegate,DevExpress.ExpressApp.Win.Core
ConfirmationDialogClosedEventArgs::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/ConfirmationDialogClosedEventArgs/ConfirmationDialogClosedEventArgs,DevExpress.ExpressApp.Win.Core.ConfirmationDialogClosedEventArgs._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Core.ConfirmationDialogClosedEventArgs
ConfirmationDialogClosedEventArgs::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/ConfirmationDialogClosedEventArgs/ConfirmationDialogClosedEventArgs,DevExpress.ExpressApp.Win.Core.ConfirmationDialogClosedEventArgs,ConfirmationDialogClosedEventArgs,delegate,DevExpress.ExpressApp.Win.Core
IGridInplaceEdit::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/IGridInplaceEdit/IGridInplaceEdit,DevExpress.ExpressApp.Win.Core.IGridInplaceEdit._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Core.IGridInplaceEdit
IGridInplaceEdit::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/IGridInplaceEdit/IGridInplaceEdit,DevExpress.ExpressApp.Win.Core.IGridInplaceEdit,IGridInplaceEdit,interface,DevExpress.ExpressApp.Win.Core
#ctor1135332::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/#ctor1135332,DevExpress.ExpressApp.Win.Core.Messaging,Messaging,class,DevExpress.ExpressApp.Win.Core
#ctor1135332::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/#ctor1135332,DevExpress.ExpressApp.XafApplication,XafApplication,class,DevExpress.ExpressApp
#ctor1135332::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/#ctor1135332,DevExpress.ExpressApp.XafApplication,XafApplication,property,DevExpress.ExpressApp
ConfirmationDialogClosed1135018::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/ConfirmationDialogClosed1135018,DevExpress.ExpressApp.Win.Core.Messaging.ConfirmationDialogClosed,ConfirmationDialogClosed,property,DevExpress.ExpressApp.Win.Core.Messaging
DefaultMessaging1135006::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/DefaultMessaging1135006,DevExpress.ExpressApp.Win.Core.Messaging.DefaultMessaging,DefaultMessaging,property,DevExpress.ExpressApp.Win.Core.Messaging
DefaultMessaging1135006::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/DefaultMessaging1135006,DevExpress.ExpressApp.Win.Core.Messaging,Messaging,property,DevExpress.ExpressApp.Win.Core
GetMessaging1135000::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/GetMessaging1135000,DevExpress.ExpressApp.Win.Core.Messaging.GetMessaging,GetMessaging,method,DevExpress.ExpressApp.Win.Core.Messaging
GetMessaging1135000::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/GetMessaging1135000,DevExpress.ExpressApp.Win.Core.Messaging,Messaging,property,DevExpress.ExpressApp.Win.Core
GetMessaging1135000::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/GetMessaging1135000,DevExpress.ExpressApp.XafApplication,XafApplication,class,DevExpress.ExpressApp
GetMessaging1135000::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/GetMessaging1135000,DevExpress.ExpressApp.XafApplication,XafApplication,property,DevExpress.ExpressApp
GetUserChoice1135001::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/GetUserChoice1135001,DevExpress.ExpressApp.Win.Core.Messaging.GetUserChoice,GetUserChoice,method,DevExpress.ExpressApp.Win.Core.Messaging
Messaging::1,data/raw_md/apidoc/DevExpress.ExpressApp.Win.Core/Messaging/Messaging,DevExpress.ExpressApp.Win.Core.Messaging._membersaltText,_membersaltText,class,DevExpress.ExpressApp.Win.Core.Messaging
