doc_id,section_id,is_api,platforms,connections,concepts
data/raw_md/articles/filtering/in-list-view/ways-to-build-criteria,ways-to-build-criteria::8,False,[],59,['Criteria' 'Property Editors' 'WinForms' 'Windows' 'XPO']
data/raw_md/articles/filtering/in-list-view/ways-to-build-criteria,ways-to-build-criteria::9,False,[],49,['Criteria' 'Property Editors']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::1,False,[],20,['Criteria' 'Report Parameters' 'Reports V2']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::3,False,[],16,['Blazor' 'Criteria']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::4,False,[],20,['Criteria' 'Report Parameters']
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::5,False,[],55,"['Application Model' 'Criteria' 'Detail View' 'Model Editor'
 'Popup Windows' 'Report Parameters' 'Reports' 'Reports V2' 'View Types'
 'Views' 'Windows' 'XPO']"
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::6,False,[],46,"['Criteria' 'Detail View' 'List View' 'Report Parameters' 'Reports'
 'View Types' 'Views']"
data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0032,xaf0032::2,False,[],7,['Criteria']
data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0032,xaf0032::3,False,[],7,['Criteria']
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/easy-test-script-reference,easy-test-script-reference::69,False,[],37,['Criteria' 'Detail View' 'View Types' 'Views']
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-conditional-appearance-rules,test-conditional-appearance-rules::3,False,[],12,['Conditional Appearance' 'Criteria']
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-conditional-appearance-rules,test-conditional-appearance-rules::4,False,[],10,['Business Logic' 'Conditional Appearance' 'Criteria' 'XPO']
data/raw_md/articles/data-security-and-safety/security-system/authorization-and-data-protection/prevent-deletion-and-update-of-administrative-users-and-roles,prevent-deletion-and-update-of-administrative-users-and-roles::2,False,[],10,['Application Model' 'Criteria' 'Model Editor']
data/raw_md/articles/data-security-and-safety/security-system/authorization-and-data-protection/prevent-deletion-and-update-of-administrative-users-and-roles,prevent-deletion-and-update-of-administrative-users-and-roles::3,False,[],8,['Criteria']
