uid,title,path,article_type,word_count,num_actual_useful_apis,num_high_priority,num_medium_priority,realistic_score,base_score,ticket_weight,primary_ticket_category,ticket_count,has_code_blocks
402131,Add an Item to the Navigation Control,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-navigation-between-views\add-an-item-to-navigation-control.md,tutorial,329,4,0,2,17.917757585091636,14.0,1.2798398275065455,Grid List Editors,554,False
113536,Date and Time Properties,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\date-and-time-properties.md,general,334,5,0,1,17.672878484521792,10.0,1.7672878484521792,Built-in View Items & Editors,765,False
113330,Node Property Editors,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\enhanced-editors.md,general,441,5,0,1,17.672878484521792,10.0,1.7672878484521792,Built-in View Items & Editors,765,False
113550,File Attachment Properties in EF Core,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\file-attachment-properties\file-attachment-properties-in-entity-framework.md,general,96,5,0,1,17.672878484521792,10.0,1.7672878484521792,Built-in View Items & Editors,765,True
404695,Modules in a Multi-Tenant Application,data\raw_md\articles\multitenancy\modules-in-multi-tenant-application.md,general,354,5,0,2,16.806560911751117,15.0,1.1204373941167411,Custom logic within View or Controller,485,False
113704,Enable the Administrative UI to manage End-User Settings in the Database,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\application-model-storages\enable-the-administrative-ui-for-managing-users-model-differences.md,general,257,3,0,2,16.63791775758509,13.0,1.2798398275065455,Grid List Editors,554,True
403400,"Create, View, and Modify Dashboards in an ASP.NET Core Blazor Application",data\raw_md\articles\analytics\dashboards\create-view-and-modify-dashboards-in-a-blazor-application.md,general,226,3,0,2,16.63791775758509,13.0,1.2798398275065455,Grid List Editors,554,False
113577,Getting Started,data\raw_md\articles\getting-started.md,tutorial,593,3,0,2,16.63791775758509,13.0,1.2798398275065455,Grid List Editors,554,False
112660,How to: Support a Context Menu for a Custom WinForms List Editor,data\raw_md\articles\ui-construction\list-editors\how-to-support-a-context-menu-for-a-custom-winforms-list-editor.md,how_to,163,3,1,0,16.63791775758509,13.0,1.2798398275065455,Grid List Editors,554,True
112804,Add Actions to a Pop-up Window,data\raw_md\articles\ui-construction\controllers-and-actions\add-actions-to-a-popup-window.md,general,167,3,0,2,16.63791775758509,13.0,1.2798398275065455,Grid List Editors,554,False
403391,XAF0001: Implement XPO business class constructors correctly,data\raw_md\articles\debugging-testing-and-error-handling\code-diagnostics\xaf0001.md,diagnostic,75,5,1,2,16.517788387494225,25.0,0.660711535499769,Built-in Action Types,286,True
113450,Create a Business Model in the XPO Data Model Designer,data\raw_md\articles\business-model-design-orm\business-model-design-with-xpo\create-a-business-model-in-the-xpo-data-model-designer.md,general,779,5,1,2,16.517788387494225,25.0,0.660711535499769,Built-in Action Types,286,True
113335,Merge End-User Settings of a WinForms App from Development to Production Environment,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\application-model-storages\merge-end-user-customizations-model.md,general,549,3,0,1,16.060372709071306,8.0,2.007546588633913,Custom View Items & Editors,869,True
,Access Actions in Different UI Areas,data\raw_md\articles\ui-construction\controllers-and-actions\actions\access-actions-in-different-ui-areas.md,general,27,3,0,1,16.060372709071306,8.0,2.007546588633913,Custom View Items & Editors,869,False
113611,How to: Use the XRSubreport Control with Reports V2 Data Sources,data\raw_md\articles\shape-export-print-data\reports\task-based-help\how-to-use-the-subreport-control-with-reports-v2-data-sources.md,how_to,190,4,0,1,15.905590636069613,9.0,1.7672878484521792,Built-in View Items & Editors,765,False
113297,Localization Tool,data\raw_md\articles\localization\localization-tool.md,general,1605,4,0,1,15.905590636069613,9.0,1.7672878484521792,Built-in View Items & Editors,765,True
116114,Grid Based Reporting in WinForms Applications,data\raw_md\articles\shape-export-print-data\reports\grid-based-reporting-in-winforms-applications.md,general,171,4,0,2,15.686123517634377,14.0,1.1204373941167411,Custom logic within View or Controller,485,False
403370,Reuse an XAF Shared Module between .NET Framework and .NET Applications,data\raw_md\articles\overview\dotnet-support-and-migration\port-xaf-shared-module.md,conceptual,195,4,1,0,15.686123517634377,14.0,1.1204373941167411,Custom logic within View or Controller,485,True
117716,Access the WinForms Dashboard Designer,data\raw_md\articles\analytics\dashboards\access-the-winforms-dashboard-designer.md,general,61,4,1,0,15.686123517634377,14.0,1.1204373941167411,Custom logic within View or Controller,485,True
,Migration to .NET from .NET Framework in v25.2+,data\raw_md\articles\overview\net-support-and-migration.md,conceptual,289,4,0,2,15.686123517634377,14.0,1.1204373941167411,Custom logic within View or Controller,485,False
113573,Reference Properties in XPO,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\reference-properties\reference-properties-in-xpo.md,reference_list,85,6,2,0,15.658863391344523,7.8,2.007546588633913,Custom View Items & Editors,869,True
403394,Backend Web API Service / REST API,data\raw_md\articles\backend-web-api-service.md,general,1194,5,0,2,15.559063606961343,15.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
403184,Localize UI Elements,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout\localize-ui-elements.md,tutorial,497,3,1,2,15.196365316494688,23.0,0.660711535499769,Built-in Action Types,286,True
113208,EasyTest Script Reference,data\raw_md\articles\debugging-testing-and-error-handling\functional-tests-easy-test\write-tests-human-readable\easy-test-script-reference.md,reference_list,3102,5,2,0,15.056599414754348,7.5,2.007546588633913,Custom View Items & Editors,869,True
113669,Types Info Subsystem,data\raw_md\articles\business-model-design-orm\types-info-subsystem.md,general,269,5,0,2,15.0,15.0,1.0,,0,False
403551,Add and Protect CRUD Web API Endpoints,data\raw_md\articles\backend-web-api-service\add-crud-web-api-endpoints.md,general,358,5,0,2,15.0,15.0,1.0,,0,True
112843,IDE Integration,data\raw_md\articles\installation-upgrade-version-history\ide-integration.md,general,105,3,0,2,14.565686123517635,13.0,1.1204373941167411,Custom logic within View or Controller,485,False
113340,Custom EasyTest Commands,data\raw_md\articles\debugging-testing-and-error-handling\functional-tests-easy-test\write-tests-human-readable\custom-easy-test-commands.md,general,493,2,2,0,14.535653780994918,22.0,0.660711535499769,Built-in Action Types,286,True
404862,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core,data\raw_md\articles\business-model-design-orm\business-model-design-with-entity-framework-core\performance\how-to-choose-optimal-query-splitting-behavior.md,how_to,531,4,1,0,14.521792699830588,14.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
113664,"Storage, ORM, and Business Model Design",data\raw_md\articles\business-model-design-orm.md,general,267,3,0,1,14.138302787617434,8.0,1.7672878484521792,Built-in View Items & Editors,765,False
112990,Criteria Property in the Application Model,data\raw_md\articles\filtering\in-list-view\criteria-property-in-the-application-model.md,general,205,3,0,1,14.138302787617434,8.0,1.7672878484521792,Built-in View Items & Editors,765,False
404211,How to: Change View Display Mode from Tabbed MDI to Single Window (SDI),data\raw_md\articles\ui-construction\templates\in-winforms\how-to-choose-win-forms-ui-type.md,how_to,290,5,0,2,14.068997381795779,15.0,0.9379331587863853,Creating & Showing Views,406,False
402145,How to: Place an Action in a Different Location,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-place-an-action-in-a-different-location.md,how_to,267,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,False
,Detail View,data\raw_md\articles\ui-construction\controllers-and-actions\actions\access-actions-in-different-ui-areas\detail-view-layout-action.md,general,62,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,False
113254,Handle Renamings and Deletions of Business Classes and their Properties,data\raw_md\articles\business-model-design-orm\business-model-design-with-xpo\handle-renamings-and-deletions-of-business-classes-and-their-properties.md,general,2521,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,True
113328,Node Tree,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\node-tree.md,general,889,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,False
112607,UI Element Overview,data\raw_md\articles\ui-construction\ui-element-overview.md,conceptual,94,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,False
402146,How to: Modify Action Properties in the Model Editor,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-specify-action-settings.md,how_to,281,2,0,1,14.052826120437393,7.0,2.007546588633913,Custom View Items & Editors,869,False
113693,Notifications Service and Notifications Providers,data\raw_md\articles\event-planning-and-notifications\notifications\notifications-service-and-notifications-providers.md,general,153,4,0,2,14.0,14.0,1.0,,0,False
404449,Get Started with Web API Service,data\raw_md\articles\backend-web-api-service\get-started-with-web-api-service.md,general,637,3,0,2,13.48452179269983,13.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
113124,User Authentication Without a Logon Window in Windows Forms Applications,data\raw_md\articles\app-shell-and-base-infrastructure\application-life-cycle\windows-forms-application-life-cycle\user-authentication-without-a-logon-window-in-windows-forms-applications.md,general,575,4,0,3,13.29970737717542,19.0,0.6999845987987063,EF Core Specifics,303,False
113301,Localize Standard XAF Modules and DevExpress Controls Used in an Application,data\raw_md\articles\localization\localize-standard-xaf-modules-and-devexpress-controls-used-in-an-application.md,general,821,4,0,2,13.131064223009394,14.0,0.9379331587863853,Creating & Showing Views,406,True
113235,Setup Project Deployment of a Windows Forms Application,data\raw_md\articles\deployment\winforms\setup-project-deployment-of-a-windows-forms-application.md,general,786,4,0,2,13.131064223009394,14.0,0.9379331587863853,Creating & Showing Views,406,False
404519,XAF0031: Add the UseChangeTrackingProxies() call for automatic UI updates,data\raw_md\articles\debugging-testing-and-error-handling\code-diagnostics\xaf0031.md,diagnostic,41,3,0,2,13.0,13.0,1.0,,0,True
117720,Dashboard Performance With Large Data Sources,data\raw_md\articles\analytics\dashboards\dashboard-performance-with-large-data-sources.md,general,499,5,0,1,12.798398275065455,10.0,1.2798398275065455,Grid List Editors,554,True
112595,Localization Basics,data\raw_md\articles\localization\localization-basics.md,general,1098,5,0,1,12.798398275065455,10.0,1.2798398275065455,Grid List Editors,554,True
113593,Data Sources for Reports V2,data\raw_md\articles\shape-export-print-data\reports\data-sources-for-reports-v2.md,general,168,3,0,3,12.599722778376714,18.0,0.6999845987987063,EF Core Specifics,303,False
405715,Getting Started with XAF Application Branding,data\raw_md\articles\app-shell-and-base-infrastructure\application-personalization\getting-started-with-xaf-application-branding.md,tutorial,1211,4,0,3,12.553519174495612,19.0,0.660711535499769,Built-in Action Types,286,True
403715,Make HTTP Requests to the Web API from .NET Applications,data\raw_md\articles\backend-web-api-service\use-odata-to-send-requests\http-requests-to-web-api.md,general,1253,2,1,0,12.447250885569074,12.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
,Migration to .NET from .NET Framework in v25.2+,data\raw_md\articles\migration-to-net.md,general,412,2,1,0,12.447250885569074,12.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
403362,"Deployment Recommendations for XAF ASP.NET Core Applications (Blazor Server, Middle Tier Server, or Web API Service)",data\raw_md\articles\deployment\asp-net-core-blazor\deployment-recommendations-net-core.md,general,897,2,0,1,12.371014939165255,7.0,1.7672878484521792,Built-in View Items & Editors,765,True
402982,Initialize Entity Properties,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\define-data-model-and-set-initial-data\define-data-model-and-set-initial-data-with-ef-core\initialize-a-property-after-creating-an-object-ef-core.md,tutorial,154,1,0,1,12.04527953180348,6.0,2.007546588633913,Custom View Items & Editors,869,True
402126,Customize Data Display and View Layout,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout.md,tutorial,116,1,0,1,12.04527953180348,6.0,2.007546588633913,Custom View Items & Editors,869,False
403210,Layout,data\raw_md\articles\ui-construction\views\layout\layout.md,general,40,1,0,1,12.04527953180348,6.0,2.007546588633913,Custom View Items & Editors,869,False
,Unit Tests,data\raw_md\articles\debugging-testing-and-error-handling\unit-tests.md,general,172,1,0,1,12.04527953180348,6.0,2.007546588633913,Custom View Items & Editors,869,False
405499,XAF0033: EF Core business class properties should not be overridden,data\raw_md\articles\debugging-testing-and-error-handling\code-diagnostics\xaf0033.md,diagnostic,75,2,1,0,12.0,12.0,1.0,,0,True
113331,Search Pane,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\search-pane.md,general,245,2,0,2,12.0,12.0,1.0,,0,False
113278,Object Parameters,data\raw_md\articles\filtering\in-list-view\object-parameters.md,general,89,2,1,0,12.0,12.0,1.0,,0,True
404210,How to: Enable Row Preview Sections in a Grid List Editor,data\raw_md\articles\ui-construction\views\how-to-add-preview-to-list-view.md,how_to,223,4,0,1,11.51855844755891,9.0,1.2798398275065455,Grid List Editors,554,False
113236,Set Up the Database Connection for a Deployed Application,data\raw_md\articles\deployment\production-database-and-application-updates\set-up-the-database-connection.md,general,533,2,0,2,11.255197905436624,12.0,0.9379331587863853,Creating & Showing Views,406,True
404292,Change Tracking in EF Core DbContext and Performance Considerations,data\raw_md\articles\business-model-design-orm\business-model-design-with-entity-framework-core\performance\change-tracking-performance-considerations.md,best_practices,229,1,1,0,11.0,11.0,1.0,,0,True
113210,Run Tests,data\raw_md\articles\debugging-testing-and-error-handling\functional-tests-easy-test\write-tests-human-readable\run-tests.md,general,747,1,0,1,10.603727090713075,6.0,1.7672878484521792,Built-in View Items & Editors,765,True
405418,Update Database Schema and Migrations in EF Core,data\raw_md\articles\business-model-design-orm\business-model-design-with-entity-framework-core\update-database-and-migrations-in-ef-core.md,general,545,5,1,0,10.499768981980594,15.0,0.6999845987987063,EF Core Specifics,303,True
401886,Business Model Design with Entity Framework Core,data\raw_md\articles\business-model-design-orm\business-model-design-with-entity-framework-core.md,general,122,5,0,1,10.372709071307561,10.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,False
118165,How to: Show a Custom Window with an Embedded XAF View,data\raw_md\articles\ui-construction\views\ways-to-show-a-view\how-to-show-a-custom-window-with-an-embedded-xaf-view.md,how_to,140,3,0,1,10.238718620052364,8.0,1.2798398275065455,Grid List Editors,554,True
117450,"Create, View and Modify Dashboards in a WinForms Application",data\raw_md\articles\analytics\dashboards\create-view-and-modify-dashboards-in-a-winforms-application.md,general,203,3,0,1,10.238718620052364,8.0,1.2798398275065455,Grid List Editors,554,False
403709,"Ways to Hide or Disable an Action (Button, Menu Command)",data\raw_md\articles\ui-construction\controllers-and-actions\actions\ways-to-hide-or-disable-an-action.md,general,433,4,0,1,10.083936547050671,9.0,1.1204373941167411,Custom logic within View or Controller,485,True
112815,How to: Reorder an Action Container's Actions Collection,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-reorder-an-action-containers-actions-collection.md,how_to,313,4,0,1,10.083936547050671,9.0,1.1204373941167411,Custom logic within View or Controller,485,False
,Create a Solution,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\define-data-model-and-set-initial-data\define-data-model-and-set-initial-data-with-ef-core\create-a-solution-ef-core.md,tutorial,382,5,0,1,10.0,10.0,1.0,,0,False
113129,Localize Validation Messages,data\raw_md\articles\validation\localize-validation-messages.md,general,748,4,0,2,9.249961496996766,14.0,0.660711535499769,Built-in Action Types,286,False
113250,Localize an XAF Application (.NET Framework),data\raw_md\articles\localization\localize-an-xaf-application-net-framework.md,general,406,4,0,1,9.0,9.0,1.0,,0,False
404703,Hot Reload Support (ASP.NET Core Blazor),data\raw_md\articles\debugging-testing-and-error-handling\xaf-hot-reload-support.md,general,129,3,0,1,8.96349915293393,8.0,1.1204373941167411,Custom logic within View or Controller,485,False
117453,Create a Predefined Dashboard and Add it to the Navigation,data\raw_md\articles\analytics\dashboards\create-a-predefined-dashboard-and-add-it-to-the-navigation.md,general,244,2,0,1,8.958878792545818,7.0,1.2798398275065455,Grid List Editors,554,True
113569,Collection Properties in XPO,data\raw_md\articles\business-model-design-orm\data-types-supported-by-built-in-editors\collection-properties\collection-properties-in-xpo.md,general,340,2,0,1,8.958878792545818,7.0,1.2798398275065455,Grid List Editors,554,True
403248,Group List View Data,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout\group-list-view-data.md,tutorial,220,2,0,1,8.958878792545818,7.0,1.2798398275065455,Grid List Editors,554,False
113307,Function Criteria Operators,data\raw_md\articles\filtering\in-list-view\function-criteria-operators.md,general,642,5,0,0,8.836439242260896,5.0,1.7672878484521792,Built-in View Items & Editors,765,False
112993,Adjust Data Sources for Reference and Collection Properties,data\raw_md\articles\filtering\in-list-view\adjust-data-sources-for-reference-and-collection-properties.md,reference_list,180,6,0,2,8.48298167257046,4.8,1.7672878484521792,Built-in View Items & Editors,765,False
112582,Model Editor: Customize Application Model Visually,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor.md,general,160,4,0,1,8.441398429077468,9.0,0.9379331587863853,Creating & Showing Views,406,False
112704,Error Handling in ASP.NET Core Blazor,data\raw_md\articles\debugging-testing-and-error-handling\error-handling-in-blazor-and-asp-net-applications.md,general,209,4,0,1,8.441398429077468,9.0,0.9379331587863853,Creating & Showing Views,406,False
119411,How to: Localize XAF Application Items Using XAF Tools,data\raw_md\articles\localization\how-to-localize-xaf-application-items-using-xaf-tools.md,how_to,1262,4,0,0,8.030186354535653,4.0,2.007546588633913,Custom View Items & Editors,869,False
113558,Non-XAF UI Scenarios,data\raw_md\articles\data-security-and-safety\security-system\non-xaf.md,general,261,3,0,1,8.0,8.0,1.0,,0,False
113691,Notifications Localization,data\raw_md\articles\event-planning-and-notifications\notifications\notifications-localization.md,general,169,3,0,1,7.503465270291082,8.0,0.9379331587863853,Creating & Showing Views,406,False
402125,In-Depth .NET WinForms & Blazor UI Tutorial (Employee Manager),data\raw_md\articles\getting-started\in-depth-tutorial-blazor.md,tutorial,266,3,0,1,7.503465270291082,8.0,0.9379331587863853,Creating & Showing Views,406,True
400290,Merging of Permissions Defined in Different Roles,data\raw_md\articles\data-security-and-safety\security-system\security-object-model\permission-policy\merging-of-permissions-defined-in-different-roles.md,general,578,2,0,1,7.260896349915294,7.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
112847,Ways to Add a Business Class,data\raw_md\articles\business-model-design-orm\ways-to-add-a-business-class.md,general,277,2,0,1,7.0,7.0,1.0,,0,True
113089,Update Model Command,data\raw_md\articles\installation-upgrade-version-history\visual-studio-integration\update-model-command.md,general,53,1,0,1,6.722624364700447,6.0,1.1204373941167411,Custom logic within View or Controller,485,False
112600,Business Model Design with XPO,data\raw_md\articles\business-model-design-orm\business-model-design-with-xpo.md,general,279,2,0,1,6.565532111504697,7.0,0.9379331587863853,Creating & Showing Views,406,False
113647,Modify an Existing Report,data\raw_md\articles\shape-export-print-data\reports\modify-an-existing-report.md,general,175,2,0,1,6.565532111504697,7.0,0.9379331587863853,Creating & Showing Views,406,False
113334,Model Merge Tool,data\raw_md\articles\installation-upgrade-version-history\visual-studio-integration\model-merge-tool.md,general,449,2,0,1,6.565532111504697,7.0,0.9379331587863853,Creating & Showing Views,406,False
404400,Extend the Functionality of an Application With EF Core Middle Tier Security,data\raw_md\articles\data-security-and-safety\security-system\security-tiers\middle-tier-security-ef-core\extend-application-with-middle-tier-security.md,general,134,1,0,1,6.0,6.0,1.0,,0,True
403172,Application Security and Data Safety,data\raw_md\articles\data-security-and-safety.md,general,13,1,0,1,6.0,6.0,1.0,,0,True
,Designers Troubleshooting Guide,data\raw_md\articles\installation-upgrade-version-history\visual-studio-integration\designers-troubleshooting-guide.md,general,628,4,0,1,5.946403819497921,9.0,0.660711535499769,Built-in Action Types,286,True
,Basic .NET WinForms & Blazor Tutorial (Project Manager),data\raw_md\articles\getting-started\basic-tutorial-blazor.md,tutorial,213,1,0,1,5.627598952718312,6.0,0.9379331587863853,Creating & Showing Views,406,False
404395,EF Core Middle Tier Security - Performance Considerations,data\raw_md\articles\data-security-and-safety\security-system\security-tiers\middle-tier-security-ef-core\performance-considerations.md,best_practices,376,1,0,1,5.627598952718312,6.0,0.9379331587863853,Creating & Showing Views,406,True
112830,Model Editor,data\raw_md\articles\installation-upgrade-version-history\visual-studio-integration\model-editor.md,general,66,1,0,1,5.627598952718312,6.0,0.9379331587863853,Creating & Showing Views,406,False
404197,Customize Navigation Between Views,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-navigation-between-views.md,tutorial,111,1,0,1,5.627598952718312,6.0,0.9379331587863853,Creating & Showing Views,406,False
402077,Add Custom Data to the Audit Log,data\raw_md\articles\data-security-and-safety\audit-trail\audit-trail-xpo\add-custom-data-to-the-audit-log.md,general,94,5,0,0,5.6021869705837055,5.0,1.1204373941167411,Custom logic within View or Controller,485,True
115617,How to: Filter a Report Parameter's Lookup,data\raw_md\articles\filtering\in-reports\how-to-filter-a-report-parameters-lookup.md,how_to,329,3,0,0,5.301863545356538,3.0,1.7672878484521792,Built-in View Items & Editors,765,False
404209,How to: Assign Custom Images to Business Classes,data\raw_md\articles\app-shell-and-base-infrastructure\icons\how-to-assign-custom-images-to-business-classes.md,how_to,290,3,0,1,5.285692283998152,8.0,0.660711535499769,Built-in Action Types,286,False
405468,Deep Update and Batch Operations: HTTP Requests from a .NET Application to the DevExpress Web API Service,data\raw_md\articles\backend-web-api-service\use-odata-to-send-requests\deep-update-and-batch-http-requests-to-web-api.md,general,901,1,0,1,5.100877868473741,6.0,0.8501463114122901,Lookups,368,True
404436,Multi-Tenancy (Data per Tenant),data\raw_md\articles\multitenancy.md,general,443,5,0,0,5.0,5.0,1.0,,0,True
403179,Application Shell and Base Infrastructure,data\raw_md\articles\app-shell-and-base-infrastructure.md,general,88,5,0,0,4.689665793931926,5.0,0.9379331587863853,Creating & Showing Views,406,False
113232,Xcopy Deployment of a Windows Forms Application,data\raw_md\articles\deployment\winforms\xcopy-deployment-of-a-windows-forms-application.md,general,888,2,0,1,4.624980748498383,7.0,0.660711535499769,Built-in Action Types,286,True
402129,Define the Data Model and Set Initial Data,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\define-the-data-model-and-set-the-initial-data.md,tutorial,151,4,0,0,4.0,4.0,1.0,,0,False
404651,Authorization and Data Protection,data\raw_md\articles\data-security-and-safety\security-system\authorization-and-data-protection.md,general,76,4,0,0,4.0,4.0,1.0,,0,False
113327,Menu Toolbars,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\menu-toolbars.md,general,516,1,0,1,3.964269212998614,6.0,0.660711535499769,Built-in Action Types,286,False
113333,Model Editor Settings,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\model-editor-settings.md,general,87,1,0,1,3.964269212998614,6.0,0.660711535499769,Built-in Action Types,286,False
,List View Context Menus,data\raw_md\articles\ui-construction\controllers-and-actions\actions\access-actions-in-different-ui-areas\other-menus.md,general,39,3,0,0,3.8395194825196364,3.0,1.2798398275065455,Grid List Editors,554,False
113713,State Machine Module Overview,data\raw_md\articles\business-process-management\state-machine\state-machine-module-overview.md,conceptual,238,3,0,0,3.8395194825196364,3.0,1.2798398275065455,Grid List Editors,554,True
403287,Reuse Implemented Functionality from Additional Modules,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\enable-additional-modules.md,tutorial,51,3,0,0,3.8395194825196364,3.0,1.2798398275065455,Grid List Editors,554,False
404599,Supply Predefined Values for the String Property Editor Dynamically,data\raw_md\articles\ui-construction\view-items-and-property-editors\property-editors\supply-predefined-values-for-the-string-property-editor-dynamically.md,general,4,2,0,0,3.5345756969043585,2.0,1.7672878484521792,Built-in View Items & Editors,765,False
112915,How to: Customize the New Action's Items List,data\raw_md\articles\ui-construction\controllers-and-actions\actions\how-to-customize-the-new-actions-items-list.md,how_to,181,3,0,0,3.3613121823502237,3.0,1.1204373941167411,Custom logic within View or Controller,485,True
404219,Video Tutorials & Overview,data\raw_md\articles\getting-started\video-tutorials-overview.md,tutorial,247,3,0,0,3.1118127213922686,3.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,False
404642,"ORM Object Model, Policy Configuration and Storage",data\raw_md\articles\data-security-and-safety\security-system\security-object-model.md,general,111,3,0,0,3.1118127213922686,3.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,False
404281,Test the Web API with Swagger or Postman,data\raw_md\articles\backend-web-api-service\test-the-web-api-with-swagger-postman.md,general,335,3,0,0,3.0,3.0,1.0,,0,False
113655,Mapping Complex Types to the Database,data\raw_md\articles\business-model-design-orm\mapping-complex-types-to-the-database.md,general,103,3,0,0,3.0,3.0,1.0,,0,False
117395,The Importance of Property Change Notifications for Automatic UI Updates,data\raw_md\articles\business-model-design-orm\property-changed-event-in-business-classes.md,general,347,3,0,0,3.0,3.0,1.0,,0,True
112609,Templates,data\raw_md\articles\ui-construction\templates.md,general,212,3,0,0,2.813799476359156,3.0,0.9379331587863853,Creating & Showing Views,406,False
113329,Property Grid,data\raw_md\articles\ui-construction\application-model-ui-settings-storage\model-editor\property-grid.md,general,582,3,0,0,2.813799476359156,3.0,0.9379331587863853,Creating & Showing Views,406,False
404701,How to: Show a Custom Data-Bound Control in an XAF View,data\raw_md\articles\ui-construction\view-items-and-property-editors\how-to-show-a-custom-data-bound-control-in-an-xaf-view.md,how_to,34,3,0,0,2.813799476359156,3.0,0.9379331587863853,Creating & Showing Views,406,True
118449,Client Mode,data\raw_md\articles\ui-construction\views\list-view-data-access-modes\client-mode.md,general,153,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,False
112809,How to: Use Function Criteria Operators to Filter List Views,data\raw_md\articles\filtering\in-list-view\how-to-use-function-criteria-operators-to-filter-list-views.md,how_to,236,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,False
113694,How to: Configure Bands in a Grid List Editor,data\raw_md\articles\ui-construction\list-editors\how-to-configure-bands-in-a-grid-list-editor-winforms-and-asp-net.md,how_to,226,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,False
112992,Filters Application Model Node,data\raw_md\articles\filtering\in-list-view\filters-application-model-node.md,general,414,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,True
404202,Make a List View Editable,data\raw_md\articles\getting-started\in-depth-tutorial-blazor\customize-data-display-and-view-layout\make-a-list-view-editable.md,tutorial,163,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,True
404669,Create a new Multi-Tenant Application,data\raw_md\articles\multitenancy\create-new-multi-tenant-application.md,general,551,2,0,0,2.559679655013091,2.0,1.2798398275065455,Grid List Editors,554,False
113556,Manually Configure Permissions for Associated Collections and Reference Properties,data\raw_md\articles\data-security-and-safety\security-system\security-object-model\permission-policy\manually-configure-permissions-for-associated-collections-and-reference-properties.md,reference_list,320,3,0,1,2.489450177113815,2.4,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,True
405447,"Cross-IDE Template Kit (Windows, macOS)",data\raw_md\articles\installation-upgrade-version-history\visual-studio-integration\template-kit.md,general,581,2,0,0,2.2408747882334823,2.0,1.1204373941167411,Custom logic within View or Controller,485,True
113708,Data Manipulation and Business Logic,data\raw_md\articles\data-manipulation-and-business-logic.md,general,149,3,0,0,2.099953796396119,3.0,0.6999845987987063,EF Core Specifics,303,False
404649,Check Access Permissions,data\raw_md\articles\data-security-and-safety\security-system\authorization-and-data-protection\check-access-permissions.md,general,68,2,0,0,2.0745418142615124,2.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,False
404650,Filter out Secured Data Based on the Object Owner,data\raw_md\articles\data-security-and-safety\security-system\authorization-and-data-protection\filter-secured-data-based-on-object-owner.md,general,82,2,0,0,2.0745418142615124,2.0,1.0372709071307562,Built-in Permissions Setup/Troubleshooting,449,False
