api_id,api_name,namespace,api_type,num_sections,related_concepts
DevExpress.ExpressApp.Office.Win.DefaultMenuManagerType,DefaultMenuManagerType,DevExpress.ExpressApp.Office.Win,property,2,"['Property Editors', 'Views', 'Application Model']"
DevExpress.ExpressApp.Office.Win.IModelWinOfficeMenuManagerSettings.MenuManagerType,MenuManagerType,DevExpress.ExpressApp.Office.Win.IModelWinOfficeMenuManagerSettings,enum,2,"['Property Editors', 'Views', 'Application Model']"
DevExpress.ExpressApp.Office.Win.IModelRichTextColumn.CustomHeight,CustomHeight,DevExpress.ExpressApp.Office.Win.IModelRichTextColumn,property,1,['Property Editors']
DevExpress.ExpressApp.Office.Win.IModelRichTextColumn._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.IModelRichTextColumn,class,1,"['Property Editors', 'Views']"
DevExpress.ExpressApp.Office.Win.IModelRichTextColumn,IModelRichTextColumn,DevExpress.ExpressApp.Office.Win,interface,2,"['Property Editors', 'Views', 'Application Model']"
DevExpress.ExpressApp.Model.IModelPropertyEditor,IModelPropertyEditor,DevExpress.ExpressApp.Model,interface,3,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.Office.Win.IModelWinOfficeMenuManagerSettings._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.IModelWinOfficeMenuManagerSettings,class,1,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.Office.Win.IModelWinOfficeMenuManagerSettings,IModelWinOfficeMenuManagerSettings,DevExpress.ExpressApp.Office.Win,interface,2,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase.ClearCache,ClearCache,DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase,class,3,"['Blazor UI', 'Mail Merge', '.NET Runtime']"
DevExpress.ExpressApp.Office.Win.InplaceDocumentCacheStorage._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.InplaceDocumentCacheStorage,class,1,['Mail Merge']
DevExpress.ExpressApp.Office.Win.InplaceDocumentCacheStorage,InplaceDocumentCacheStorage,DevExpress.ExpressApp.Office.Win,property,1,['Mail Merge']
DevExpress.ExpressApp.Office.Win.IRichTextValueStorage,IRichTextValueStorage,DevExpress.ExpressApp.Office.Win,interface,3,"['Property Editors', 'WinForms']"
DevExpress.ExpressApp.Office.Win.IRichTextValueStorage.GetValue,GetValue,DevExpress.ExpressApp.Office.Win.IRichTextValueStorage,method,1,['Property Editors']
DevExpress.XtraRichEdit.RichEditControl,RichEditControl,DevExpress.XtraRichEdit,class,4,['Property Editors']
DevExpress.ExpressApp.Office.Win.IRichTextValueStorage._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.IRichTextValueStorage,class,1,"['Property Editors', 'WinForms']"
DevExpress.ExpressApp.Office.Win,Win,DevExpress.ExpressApp.Office,class,4,"['Detail View', 'Views', 'Property Editors', 'View Controller', 'Controllers']"
DevExpress.XtraRichEdit,XtraRichEdit,DevExpress,class,1,"['Property Editors', 'Views', 'View Controller', 'Controllers']"
DevExpress.ExpressApp.Office.Win.IRichTextValueStorage.SetValue,SetValue,DevExpress.ExpressApp.Office.Win.IRichTextValueStorage,method,1,['Property Editors']
DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage,ISpreadsheetValueStorage,DevExpress.ExpressApp.Office.Win,interface,3,"['Property Editors', 'File Attachments', 'WinForms']"
DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage.GetValue,GetValue,DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage,method,1,['Property Editors']
DevExpress.XtraSpreadsheet.SpreadsheetControl,SpreadsheetControl,DevExpress.XtraSpreadsheet,class,4,['Property Editors']
DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage,class,1,"['Property Editors', 'File Attachments', 'WinForms']"
DevExpress.Spreadsheet,Spreadsheet,DevExpress,class,1,"['Property Editors', 'Views', 'View Controller', 'Controllers']"
DevExpress.XtraSpreadsheet,XtraSpreadsheet,DevExpress,class,1,"['Property Editors', 'Views', 'View Controller', 'Controllers']"
DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage.SetValue,SetValue,DevExpress.ExpressApp.Office.Win.ISpreadsheetValueStorage,method,1,['Property Editors']
DevExpress.ExpressApp.Office.Win.OfficeOptions._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.OfficeOptions,class,1,[]
DevExpress.ExpressApp.Office.Win.OfficeOptions.RichTextMailMergeDataType,RichTextMailMergeDataType,DevExpress.ExpressApp.Office.Win.OfficeOptions,property,1,['Mail Merge']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,OfficeWindowsFormsModule,DevExpress.ExpressApp.Office.Win,class,4,"['XAF Application', 'Modules']"
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.AddModelNodeUpdaters,AddModelNodeUpdaters,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,method,1,['Application Model']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.CustomizeTypesInfo,CustomizeTypesInfo,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,class,1,['Application Model']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.ExtendModelInterfaces,ExtendModelInterfaces,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,class,1,['Application Model']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.FindOfficeModule,FindOfficeModule,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,method,1,['Modules']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.GetModuleUpdaters,GetModuleUpdaters,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,method,1,['Object Space']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,class,1,[]
DevExpress.ExpressApp.Office.Win.v,v,DevExpress.ExpressApp.Office.Win,method,1,[]
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.RichTextMailMergeDataType,RichTextMailMergeDataType,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,property,1,['Mail Merge']
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.Setup,Setup,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,method,1,"['XAF Application', 'Modules']"
DevExpress.ExpressApp.Model.IModelAction,IModelAction,DevExpress.ExpressApp.Model,interface,10,"['Application Model', 'Actions']"
DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule.UpdateNode,UpdateNode,DevExpress.ExpressApp.Office.Win.OfficeWindowsFormsModule,method,2,['Application Model']
DevExpress.ExpressApp.Office.Blazor.OfficeBlazorModule,OfficeBlazorModule,DevExpress.ExpressApp.Office.Blazor,class,2,"['Blazor UI', '.NET Runtime']"
DevExpress.ExpressApp.Office.Blazor.OfficeBlazorModule.GetModuleUpdaters,GetModuleUpdaters,DevExpress.ExpressApp.Office.Blazor.OfficeBlazorModule,method,1,"['Blazor UI', 'Object Space']"
DevExpress.ExpressApp.Office.Blazor.OfficeBlazorModule._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Blazor.OfficeBlazorModule,class,1,"['Blazor UI', '.NET Runtime']"
DevExpress.ExpressApp.Office.Blazor.StartupExtensions.AddXafOffice,AddXafOffice,DevExpress.ExpressApp.Office.Blazor.StartupExtensions,method,1,"['Blazor UI', '.NET Runtime']"
DevExpress.ExpressApp.Office.Blazor.StartupExtensions._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.Blazor.StartupExtensions,class,1,"['Blazor UI', '.NET Runtime']"
DevExpress.ExpressApp.Office.Blazor.StartupExtensions,StartupExtensions,DevExpress.ExpressApp.Office.Blazor,property,1,"['Blazor UI', '.NET Runtime']"
DevExpress.ExpressApp.Office.DocumentStorageFormat,DocumentStorageFormat,DevExpress.ExpressApp.Office,property,2,"['Property Editors', 'File Attachments', 'Business Objects', 'Application Model']"
DevExpress.ExpressApp.Office.IModelRichTextFormatSettings.DocumentStorageFormat,DocumentStorageFormat,DevExpress.ExpressApp.Office.IModelRichTextFormatSettings,class,2,"['Property Editors', 'File Attachments', 'Business Objects', 'Application Model']"
DevExpress.ExpressApp.Model.IModelMember,IModelMember,DevExpress.ExpressApp.Model,interface,4,"['File Attachments', 'Application Model', 'Model Nodes']"
DevExpress.ExpressApp.Office.IModelRichTextFormatSettings._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.IModelRichTextFormatSettings,class,1,"['File Attachments', 'Application Model', 'Model Nodes']"
DevExpress.ExpressApp.Office.IModelRichTextFormatSettings,IModelRichTextFormatSettings,DevExpress.ExpressApp.Office,interface,2,"['File Attachments', 'Application Model', 'Model Nodes']"
DevExpress.ExpressApp.Office.IModelSpreadsheetPropertyEditorSettings._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.IModelSpreadsheetPropertyEditorSettings,class,1,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.Office.IModelSpreadsheetPropertyEditorSettings,IModelSpreadsheetPropertyEditorSettings,DevExpress.ExpressApp.Office,interface,2,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase.EnsureCache,EnsureCache,DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase,class,1,"['Mail Merge', 'Object Space']"
DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase.GetData,GetData,DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase,method,1,['Mail Merge']
DevExpress.ExpressApp.Office.MailMergeDataInfo,MailMergeDataInfo,DevExpress.ExpressApp.Office,class,1,['Mail Merge']
DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase,class,1,"['Blazor UI', 'Mail Merge', '.NET Runtime']"
DevExpress.ExpressApp.Office.InplaceDocumentCacheStorageBase,InplaceDocumentCacheStorageBase,DevExpress.ExpressApp.Office,property,1,"['Blazor UI', 'Mail Merge', '.NET Runtime']"
DevExpress.ExpressApp.Office.OfficeModule,OfficeModule,DevExpress.ExpressApp.Office,class,4,"['XAF Application', 'Modules']"
DevExpress.ExpressApp.Office.OfficeModule.CustomizeTypesInfo,CustomizeTypesInfo,DevExpress.ExpressApp.Office.OfficeModule,class,1,['Application Model']
DevExpress.ExpressApp.Model.IModelClassReportsVisibility,IModelClassReportsVisibility,DevExpress.ExpressApp.Model,interface,2,"['Application Model', 'Reports']"
DevExpress.ExpressApp.Office.OfficeModule.ExtendModelInterfaces,ExtendModelInterfaces,DevExpress.ExpressApp.Office.OfficeModule,class,1,['Application Model']
DevExpress.ExpressApp.Office.OfficeModule.FindOfficeModule,FindOfficeModule,DevExpress.ExpressApp.Office.OfficeModule,method,1,['Modules']
DevExpress.ExpressApp.Office.OfficeModule.GetModuleUpdaters,GetModuleUpdaters,DevExpress.ExpressApp.Office.OfficeModule,method,1,['Object Space']
DevExpress.ExpressApp.Office.OfficeModule.GetXafResourceLocalizerTypes,GetXafResourceLocalizerTypes,DevExpress.ExpressApp.Office.OfficeModule,method,1,[]
DevExpress.ExpressApp.Office.OfficeModule.seealso,seealso,DevExpress.ExpressApp.Office.OfficeModule,method,1,[]
DevExpress.ExpressApp.Office.OfficeModule.syntax,syntax,DevExpress.ExpressApp.Office.OfficeModule,method,1,[]
DevExpress.ExpressApp.Office.OfficeModule._membersaltText,_membersaltText,DevExpress.ExpressApp.Office.OfficeModule,class,1,[]
DevExpress.ExpressApp.Office.v,v,DevExpress.ExpressApp.Office,method,1,[]
DevExpress.ExpressApp.Office.OfficeModule.RichTextMailMergeDataType,RichTextMailMergeDataType,DevExpress.ExpressApp.Office.OfficeModule,property,1,['Mail Merge']
DevExpress.ExpressApp.Office.OfficeModule.Setup,Setup,DevExpress.ExpressApp.Office.OfficeModule,method,1,"['XAF Application', 'Modules']"
DevExpress.ExpressApp.Notifications.Win.NotificationsOptions._membersaltText,_membersaltText,DevExpress.ExpressApp.Notifications.Win.NotificationsOptions,class,1,['Notifications']
DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider.CustomizeNotificationCollectionCriteria,CustomizeNotificationCollectionCriteria,DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider,property,1,"['Notifications', 'Criteria']"
DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider._membersaltText,_membersaltText,DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider,class,1,"['Business Objects', 'Notifications']"
DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider,DefaultNotificationsProvider,DevExpress.ExpressApp.Notifications,property,2,"['Business Objects', 'Notifications']"
DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider.Postpone,Postpone,DevExpress.ExpressApp.Notifications.DefaultNotificationsProvider,class,1,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsController.CustomizeNotificationViewParameters,CustomizeNotificationViewParameters,DevExpress.ExpressApp.Notifications.NotificationsController,property,1,"['Views', 'Notifications']"
DevExpress.ExpressApp.Notifications,Notifications,DevExpress.ExpressApp,class,1,"['Window Controller', 'Notifications', 'Controllers']"
DevExpress.ExpressApp.Notifications.NotificationsController.CustomProcessNotifications,CustomProcessNotifications,DevExpress.ExpressApp.Notifications.NotificationsController,property,1,"['Window Controller', 'Notifications', 'Controllers']"
DevExpress.ExpressApp.Notifications.NotificationsModule.CanAccessPostponedItems,CanAccessPostponedItems,DevExpress.ExpressApp.Notifications.NotificationsModule,property,1,"['Actions', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsModule.DefaultNotificationsProvider,DefaultNotificationsProvider,DevExpress.ExpressApp.Notifications.NotificationsModule,property,1,"['Business Objects', 'Notifications']"
DevExpress.ExpressApp.Notifications.Blazor.v,v,DevExpress.ExpressApp.Notifications.Blazor,method,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsModule._membersaltText,_membersaltText,DevExpress.ExpressApp.Notifications.NotificationsModule,class,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsModule,NotificationsModule,DevExpress.ExpressApp.Notifications,property,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.Web.v,v,DevExpress.ExpressApp.Notifications.Web,method,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.Win.v,v,DevExpress.ExpressApp.Notifications.Win,method,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.v,v,DevExpress.ExpressApp.Notifications,method,1,"['Blazor UI', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsModule.NotificationsRefreshInterval,NotificationsRefreshInterval,DevExpress.ExpressApp.Notifications.NotificationsModule,property,1,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsModule.NotificationsService,NotificationsService,DevExpress.ExpressApp.Notifications.NotificationsModule,property,1,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsService,NotificationsService,DevExpress.ExpressApp.Notifications,property,2,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsModule.Setup,Setup,DevExpress.ExpressApp.Notifications.NotificationsModule,method,1,"['XAF Application', 'Modules', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsModule.ShowNotificationsWindow,ShowNotificationsWindow,DevExpress.ExpressApp.Notifications.NotificationsModule,method,1,"['Actions', 'Notifications']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.CanAccessPostponedItems,CanAccessPostponedItems,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,property,1,"['Blazor UI', 'Actions', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.NotificationsRefreshInterval,NotificationsRefreshInterval,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,property,1,"['Blazor UI', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.NotificationsStartDelay,NotificationsStartDelay,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,property,1,"['Blazor UI', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.ShowDismissAllAction,ShowDismissAllAction,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,method,1,"['Blazor UI', 'Actions', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.ShowNotificationsWindow,ShowNotificationsWindow,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,method,1,"['Blazor UI', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsOptionsBase.ShowRefreshAction,ShowRefreshAction,DevExpress.ExpressApp.Notifications.NotificationsOptionsBase,method,1,"['Blazor UI', 'Actions', 'Notifications', '.NET Runtime']"
DevExpress.ExpressApp.Notifications.NotificationsService._membersaltText,_membersaltText,DevExpress.ExpressApp.Notifications.NotificationsService,class,1,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsService.Postpone,Postpone,DevExpress.ExpressApp.Notifications.NotificationsService,class,1,['Notifications']
DevExpress.ExpressApp.Notifications.NotificationsService.RegisterNotificationsProvider,RegisterNotificationsProvider,DevExpress.ExpressApp.Notifications.NotificationsService,class,1,['Notifications']
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder.WithCustomTenantType,WithCustomTenantType,DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,enum,1,"['ApplicationBuilder', 'Actions', 'Tenant', 'XPO']"
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,IMultiTenancyApplicationBuilder,DevExpress.ExpressApp.MultiTenancy.Xpo,interface,7,"['Application Model', 'Database Connection', 'XPO', 'ApplicationBuilder', 'Business Objects', 'Blazor UI', 'Actions', 'Multi-Tenancy', 'Middle Tier', 'WinForms', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder.WithHostDatabaseConnectionString,WithHostDatabaseConnectionString,DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,class,1,"['Database Connection', 'ApplicationBuilder', 'Actions', 'XPO']"
DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions,ModelDifferencesOptions,DevExpress.ExpressApp.ApplicationBuilder,class,4,"['Application Model', 'XPO', 'ApplicationBuilder', 'Actions', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder.WithMultiTenancyModelDifferenceStore,WithMultiTenancyModelDifferenceStore,DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,class,2,"['Application Model', 'XPO', 'ApplicationBuilder', 'Actions', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder.WithSharedBusinessObjects,WithSharedBusinessObjects,DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,class,1,"['XPO', 'ApplicationBuilder', 'Business Objects', 'Actions', 'Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder.WithTenantResolver,WithTenantResolver,DevExpress.ExpressApp.MultiTenancy.Xpo.IMultiTenancyApplicationBuilder,class,1,"['ApplicationBuilder', 'Authentication', 'Tenant', 'XPO']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithCustomTenantType,WithCustomTenantType,DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,enum,1,"['ApplicationBuilder', 'Actions', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,IMultiTenancyApplicationBuilder,DevExpress.ExpressApp.MultiTenancy.EFCore,interface,8,"['Application Model', 'Entity Framework Core', 'ApplicationBuilder', 'Business Objects', 'Blazor UI', 'Actions', 'Middle Tier', 'Multi-Tenancy', 'WinForms', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithHostDbContext,WithHostDbContext,DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,class,2,"['Entity Framework Core', 'ApplicationBuilder', 'Actions', 'Middle Tier', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithMultiTenancyModelDifferenceStore,WithMultiTenancyModelDifferenceStore,DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,class,2,"['ApplicationBuilder', 'Application Model', 'Actions', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithSharedBusinessObjects,WithSharedBusinessObjects,DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,class,1,"['ApplicationBuilder', 'Business Objects', 'Actions', 'Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithTenantResolver,WithTenantResolver,DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder,class,1,"['ApplicationBuilder', 'Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.IConnectionStringProvider._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.IConnectionStringProvider,class,1,"['Database Connection', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.IConnectionStringProvider,IConnectionStringProvider,DevExpress.ExpressApp.MultiTenancy,interface,1,"['Database Connection', 'Tenant']"
DevExpress.ExpressApp.ModelStoreBase,ModelStoreBase,DevExpress.ExpressApp,property,6,"['XAF Application', 'Application Model', 'Modules', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantModelDifferenceStore.GetTenantModelDifferenceStore,GetTenantModelDifferenceStore,DevExpress.ExpressApp.MultiTenancy.ITenantModelDifferenceStore,method,1,"['XAF Application', 'Application Model', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantProvider._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.ITenantProvider,class,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantProvider,ITenantProvider,DevExpress.ExpressApp.MultiTenancy,interface,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantProvider.TenantId,TenantId,DevExpress.ExpressApp.MultiTenancy.ITenantProvider,property,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantProvider.TenantName,TenantName,DevExpress.ExpressApp.MultiTenancy.ITenantProvider,property,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantProvider.TenantObject,TenantObject,DevExpress.ExpressApp.MultiTenancy.ITenantProvider,property,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.ITenantResolver.GetTenantId,GetTenantId,DevExpress.ExpressApp.MultiTenancy.ITenantResolver,method,2,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.Security.IAuthenticationStandardLogon,IAuthenticationStandardLogon,DevExpress.ExpressApp.Security,interface,2,"['Authentication', 'ApplicationBuilder', 'Actions', 'Middle Tier', 'Tenant']"
DevExpress.ExpressApp.Security.IAuthenticationStandardLogonParameters,IAuthenticationStandardLogonParameters,DevExpress.ExpressApp.Security,interface,1,['Tenant']
DevExpress.ExpressApp.MultiTenancy.ITenantResolver._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.ITenantResolver,class,1,"['Tenant', 'Authentication', 'Multi-Tenancy']"
DevExpress.ExpressApp.MultiTenancy.ITenantResolver,ITenantResolver,DevExpress.ExpressApp.MultiTenancy,interface,1,"['Tenant', 'Authentication', 'Multi-Tenancy']"
DevExpress.ExpressApp.MultiTenancy.TenantByEmailResolver._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.TenantByEmailResolver,class,1,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.TenantByEmailResolver,TenantByEmailResolver,DevExpress.ExpressApp.MultiTenancy,property,1,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy,MultiTenancy,DevExpress.ExpressApp,class,1,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.TenantByUserNameResolver._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.TenantByUserNameResolver,class,1,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.TenantByUserNameResolver,TenantByUserNameResolver,DevExpress.ExpressApp.MultiTenancy,property,1,"['Authentication', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.TenantNotFoundException._membersaltText,_membersaltText,DevExpress.ExpressApp.MultiTenancy.TenantNotFoundException,class,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.MultiTenancy.TenantNotFoundException,TenantNotFoundException,DevExpress.ExpressApp.MultiTenancy,property,1,"['Multi-Tenancy', 'Tenant']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.ActionsNodeGroupPathCalculator,ActionsNodeGroupPathCalculator,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,class,1,['Application Model']
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.AllowSplitByGroupLevels,AllowSplitByGroupLevels,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,property,1,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.ModelEditor,ModelEditor,DevExpress.ExpressApp,class,5,"['Views', 'Validation', 'Model Nodes']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.AllowSplitByPoint,AllowSplitByPoint,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,property,1,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.DefaultGroupPathCalculator,DefaultGroupPathCalculator,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,class,1,['Application Model']
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.GetPropertyValue,GetPropertyValue,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,method,1,['Application Model']
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.GroupLevels,GroupLevels,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,property,1,"['Property Editors', 'Application Model']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.Instance,Instance,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,property,1,[]
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,ModelEditorGroupingHelper,DevExpress.ExpressApp.ModelEditor,property,2,"['Property Editors', 'Modules', 'Application Model']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper.UnspecifiedGroup,UnspecifiedGroup,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,class,1,"['Property Editors', 'Modules', 'Application Model']"
DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper._membersaltText,_membersaltText,DevExpress.ExpressApp.ModelEditor.ModelEditorGroupingHelper,class,1,"['Property Editors', 'Modules', 'Application Model']"
DevExpress.ExpressApp.Model.IModelViews,IModelViews,DevExpress.ExpressApp.Model,interface,2,"['Views', 'Application Model', 'Validation', 'Model Nodes']"
