api_id,api_name,namespace,api_type,num_sections,related_concepts
DevExpress.ExpressApp.Utils.EnumDescriptor._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.EnumDescriptor,class,1,['XAF Application']
DevExpress.ExpressApp.Utils.EnumDescriptor.EnumType,EnumType,DevExpress.ExpressApp.Utils.EnumDescriptor,property,1,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.GenerateDefaultCaptions,GenerateDefaultCaptions,DevExpress.ExpressApp.Utils.EnumDescriptor,class,2,[]
DevExpress.ExpressApp.Model.Core,Core,DevExpress.ExpressApp.Model,class,6,"['Views', 'Validation', 'Model Nodes']"
DevExpress.ExpressApp.Model.NodeGenerators,NodeGenerators,DevExpress.ExpressApp.Model,class,4,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.GetCaption,GetCaption,DevExpress.ExpressApp.Utils.EnumDescriptor,method,3,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.GetEnumType,GetEnumType,DevExpress.ExpressApp.Utils.EnumDescriptor,method,1,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.GetImageInfo,GetImageInfo,DevExpress.ExpressApp.Utils.EnumDescriptor,method,3,[]
DevExpress.ExpressApp.Utils.ImageLoader,ImageLoader,DevExpress.ExpressApp.Utils,class,11,"['Legacy .NET Framework', 'XAF Application', '.NET Runtime']"
DevExpress.ExpressApp.Utils.ImageLoader.GetEnumValueImageInfo,GetEnumValueImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,method,6,[]
DevExpress.ExpressApp.Utils.ImageLoader.GetEnumValueImage,GetEnumValueImage,DevExpress.ExpressApp.Utils.ImageLoader,method,4,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.IsNullable,IsNullable,DevExpress.ExpressApp.Utils.EnumDescriptor,property,1,[]
DevExpress.ExpressApp.Utils.EnumDescriptor.ParseCaption,ParseCaption,DevExpress.ExpressApp.Utils.EnumDescriptor,class,1,['Property Editors']
DevExpress.ExpressApp.Utils.EnumDescriptor.Values,Values,DevExpress.ExpressApp.Utils.EnumDescriptor,property,1,[]
DevExpress.ExpressApp.Utils.Guard.ArgumentNotNull,ArgumentNotNull,DevExpress.ExpressApp.Utils.Guard,class,1,[]
DevExpress.ExpressApp.Utils.Guard.ArgumentNotNullOrEmpty,ArgumentNotNullOrEmpty,DevExpress.ExpressApp.Utils.Guard,class,1,[]
DevExpress.ExpressApp.Utils.Guard.CheckObjectFromObjectSpace,CheckObjectFromObjectSpace,DevExpress.ExpressApp.Utils.Guard,class,1,['Object Space']
DevExpress.ExpressApp.Utils.Guard.CreateArgumentOutOfRange,CreateArgumentOutOfRange,DevExpress.ExpressApp.Utils.Guard,method,1,[]
DevExpress.ExpressApp.Utils.Guard._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.Guard,class,1,['Validation']
DevExpress.ExpressApp.Utils.Guard,Guard,DevExpress.ExpressApp.Utils,property,1,['Validation']
DevExpress.ExpressApp.IDisposableExt,IDisposableExt,DevExpress.ExpressApp,interface,2,[]
DevExpress.ExpressApp.Utils.Guard.NotDisposed,NotDisposed,DevExpress.ExpressApp.Utils.Guard,class,1,[]
DevExpress.ExpressApp.Utils.Guard.TypeArgumentIs,TypeArgumentIs,DevExpress.ExpressApp.Utils.Guard,class,1,[]
DevExpress.ExpressApp.Utils.ICustomObjectSerialize._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.ICustomObjectSerialize,class,1,['XAF Application']
DevExpress.ExpressApp.Utils.ICustomObjectSerialize,ICustomObjectSerialize,DevExpress.ExpressApp.Utils,interface,5,"['Views', 'Blazor UI', 'Security System', 'XAF Application', 'WinForms', '.NET Runtime']"
DevExpress.ExpressApp.XafApplication.CreateCustomLogonParameterStore,CreateCustomLogonParameterStore,DevExpress.ExpressApp.XafApplication,method,5,"['Views', 'Blazor UI', 'Security System', 'XAF Application', 'WinForms', '.NET Runtime']"
DevExpress.ExpressApp.XafApplication.LastLogonParametersRead,LastLogonParametersRead,DevExpress.ExpressApp.XafApplication,class,5,"['Views', 'Blazor UI', 'Security System', 'XAF Application', 'WinForms', '.NET Runtime']"
DevExpress.ExpressApp.XafApplication.LastLogonParametersReading,LastLogonParametersReading,DevExpress.ExpressApp.XafApplication,class,5,"['Views', 'Blazor UI', 'Security System', 'XAF Application', 'WinForms', '.NET Runtime']"
DevExpress.ExpressApp.XafApplication.LastLogonParametersWriting,LastLogonParametersWriting,DevExpress.ExpressApp.XafApplication,class,5,"['Views', 'Blazor UI', 'Security System', 'XAF Application', 'WinForms', '.NET Runtime']"
DevExpress.ExpressApp.Utils,Utils,DevExpress.ExpressApp,class,2,"['Authentication', 'Blazor UI', 'Business Objects', 'Actions', 'Simple Action', 'XAF Application', 'WinForms', 'View Controller', 'Controllers']"
DevExpress.ExpressApp.Utils.ICustomObjectSerialize.ReadPropertyValues,ReadPropertyValues,DevExpress.ExpressApp.Utils.ICustomObjectSerialize,class,1,[]
DevExpress.ExpressApp.Utils.SettingsStorage,SettingsStorage,DevExpress.ExpressApp.Utils,method,18,"['XAF Application', 'Detail View', 'Views', 'Security System']"
DevExpress.ExpressApp.Utils.ICustomObjectSerialize.WritePropertyValues,WritePropertyValues,DevExpress.ExpressApp.Utils.ICustomObjectSerialize,class,1,[]
DevExpress.ExpressApp.Utils.ImageInfo.Equals,Equals,DevExpress.ExpressApp.Utils.ImageInfo,class,2,[]
DevExpress.ExpressApp.Utils.ImageInfo.GetHashCode,GetHashCode,DevExpress.ExpressApp.Utils.ImageInfo,method,1,[]
DevExpress.ExpressApp.Utils.ImageInfo.Height,Height,DevExpress.ExpressApp.Utils.ImageInfo,property,1,[]
DevExpress.ExpressApp.Utils.ImageInfo.Image,Image,DevExpress.ExpressApp.Utils.ImageInfo,property,1,[]
DevExpress.ExpressApp.Utils.ImageInfo._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.ImageInfo,class,1,"['Actions', 'Simple Action', 'XAF Application', 'View Controller', 'Controllers']"
DevExpress.ExpressApp.Utils.ImageInfo.ImageUrl,ImageUrl,DevExpress.ExpressApp.Utils.ImageInfo,property,1,"['Legacy .NET Framework', '.NET Runtime']"
DevExpress.ExpressApp.Utils.ImageInfo.IsEmpty,IsEmpty,DevExpress.ExpressApp.Utils.ImageInfo,property,1,[]
DevExpress.ExpressApp.Utils.ImageInfo.IsUrlEmpty,IsUrlEmpty,DevExpress.ExpressApp.Utils.ImageInfo,property,1,"['Legacy .NET Framework', '.NET Runtime']"
DevExpress.ExpressApp.Utils.ImageInfo.Width,Width,DevExpress.ExpressApp.Utils.ImageInfo,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.CustomGetImageInfo,CustomGetImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,property,1,"['Business Objects', 'Entity Framework Core']"
objectSpace.GetObjectByKey(,GetObjectByKey(,objectSpace,method,2,"['WinForms', 'Object Space', 'Entity Framework Core']"
DevExpress.ExpressApp.Web.Editors.ASPx,ASPx,DevExpress.ExpressApp.Web.Editors,class,2,"['Object Space', 'Entity Framework Core']"
DevExpress.Persistent.Base.PredefinedCategory.Edit,Edit,DevExpress.Persistent.Base.PredefinedCategory,class,7,"['Entity Framework Core', 'Views', 'Window Controller', 'Object Space', 'Property Editors', 'Blazor UI', 'Actions', 'Simple Action', 'XAF Application', 'View Controller', 'Controllers']"
objectSpace.GetObjects(,GetObjects(,objectSpace,method,23,"['Reference Property', 'Entity Framework Core', 'Criteria', 'Parametrized Action', 'Views', 'Window Controller', 'Object Space', 'XPO', 'Property Editors', 'Actions', 'XAF Application', 'WinForms', 'Lookup View', 'View Controller']"
DevExpress.ExpressApp.Utils.ImageLoader.CustomizeImageInfo,CustomizeImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.GetDialogImageInfo,GetDialogImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,method,4,['XAF Application']
DevExpress.ExpressApp.Utils.ImageLoader.GetImageInfo,GetImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,method,4,['XAF Application']
DevExpress.ExpressApp.Utils.ImageLoader.GetLargeImageInfo,GetLargeImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,method,3,['XAF Application']
DevExpress.ExpressApp.Utils.ImageLoader.GetSmallImageInfo,GetSmallImageInfo,DevExpress.ExpressApp.Utils.ImageLoader,method,4,"['Property Editors', 'Legacy .NET Framework', 'XAF Application', '.NET Runtime']"
DevExpress.ExpressApp.Utils.ImageLoader.ImageInfoLoading,ImageInfoLoading,DevExpress.ExpressApp.Utils.ImageLoader,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.ImageLoader,class,1,['XAF Application']
DevExpress.ExpressApp.Utils.ImageLoader.ImageSources,ImageSources,DevExpress.ExpressApp.Utils.ImageLoader,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.Init,Init,DevExpress.ExpressApp.Utils.ImageLoader,class,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.Instance,Instance,DevExpress.ExpressApp.Utils.ImageLoader,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.IsInitialized,IsInitialized,DevExpress.ExpressApp.Utils.ImageLoader,property,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.LoadFromFullResource,LoadFromFullResource,DevExpress.ExpressApp.Utils.ImageLoader,class,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.LoadFromResource,LoadFromResource,DevExpress.ExpressApp.Utils.ImageLoader,class,1,[]
DevExpress.ExpressApp.Utils.ImageLoader.UseSvgImages,UseSvgImages,DevExpress.ExpressApp.Utils.ImageLoader,property,2,"['Template Kit', 'Detail View', 'XPO', 'XAF Application', 'WinForms']"
DevExpress.ExpressApp.Utils.ITranslatorProvider._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.ITranslatorProvider,class,1,[]
DevExpress.ExpressApp.Utils.ITranslatorProvider,ITranslatorProvider,DevExpress.ExpressApp.Utils,interface,1,[]
DevExpress.ExpressApp.Utils.ITranslatorProvider.Translate,Translate,DevExpress.ExpressApp.Utils.ITranslatorProvider,class,1,[]
DevExpress.ExpressApp.Utils.ITranslatorProvider.TranslationProgressChanged,TranslationProgressChanged,DevExpress.ExpressApp.Utils.ITranslatorProvider,property,1,[]
DevExpress.ExpressApp.Utils.SplitString._membersaltText,_membersaltText,DevExpress.ExpressApp.Utils.SplitString,class,1,"['Blazor UI', 'Window Controller', '.NET Runtime', 'Controllers']"
DevExpress.ExpressApp.Utils.SplitString,SplitString,DevExpress.ExpressApp.Utils,property,4,"['Blazor UI', 'Window Controller', '.NET Runtime', 'Controllers']"
DevExpress.ExpressApp.Utils.SplitString.Text,Text,DevExpress.ExpressApp.Utils.SplitString,property,1,[]
DevExpress.ExpressApp.Utils.StatusUpdatingEventArgs,StatusUpdatingEventArgs,DevExpress.ExpressApp.Utils,delegate,1,[]
DevExpress.ExpressApp.Model.Core.ModelNode,ModelNode,DevExpress.ExpressApp.Model.Core,class,11,"['XAF Application', 'Application Model', 'Modules']"
DevExpress.ExpressApp.Updating.ConvertXmlParameters.Assign,Assign,DevExpress.ExpressApp.Updating.ConvertXmlParameters,class,1,[]
DevExpress.ExpressApp.Updating.ConvertXmlParameters.ContainsKey,ContainsKey,DevExpress.ExpressApp.Updating.ConvertXmlParameters,class,1,['Application Model']
DevExpress.ExpressApp.Updating.ConvertXmlParameters._membersaltText,_membersaltText,DevExpress.ExpressApp.Updating.ConvertXmlParameters,class,1,['Application Model']
DevExpress.ExpressApp.Updating.ConvertXmlParameters.GetRealKey,GetRealKey,DevExpress.ExpressApp.Updating.ConvertXmlParameters,method,1,['Application Model']
DevExpress.ExpressApp.Updating.ConvertXmlParameters.NodeType,NodeType,DevExpress.ExpressApp.Updating.ConvertXmlParameters,property,1,['Application Model']
DevExpress.ExpressApp.Model.IModelNode,IModelNode,DevExpress.ExpressApp.Model,interface,18,"['Application Model', 'Property Editors', 'Actions', 'XAF Application', 'Model Nodes']"
DevExpress.ExpressApp.Updating.ConvertXmlParameters.SubNode,SubNode,DevExpress.ExpressApp.Updating.ConvertXmlParameters,property,1,['Application Model']
DevExpress.ExpressApp.Updating.ConvertXmlParameters.TryGetValue,TryGetValue,DevExpress.ExpressApp.Updating.ConvertXmlParameters,class,1,[]
DevExpress.ExpressApp.Updating.ConvertXmlParameters.Values,Values,DevExpress.ExpressApp.Updating.ConvertXmlParameters,property,1,['Application Model']
DevExpress.ExpressApp.Updating.ConvertXmlParameters.XmlNodeName,XmlNodeName,DevExpress.ExpressApp.Updating.ConvertXmlParameters,property,1,['Application Model']
DevExpress.ExpressApp.Updating.IModelXmlConverter._membersaltText,_membersaltText,DevExpress.ExpressApp.Updating.IModelXmlConverter,class,1,"['Modules', 'Application Model']"
DevExpress.ExpressApp.Updating.IModelXmlConverter,IModelXmlConverter,DevExpress.ExpressApp.Updating,interface,1,"['Modules', 'Application Model']"
DevExpress.ExpressApp.Updating.ModuleUpdater._membersaltText,_membersaltText,DevExpress.ExpressApp.Updating.ModuleUpdater,class,1,"['XAF Application', 'Object Space']"
ObjectSpace.FirstOrDefault(,FirstOrDefault(,ObjectSpace,class,4,"['Template Kit', 'Object Space', 'Criteria']"
DevExpress.ExpressApp.Updating.ModuleUpdater.UpdateDatabaseAfterUpdateSchema,UpdateDatabaseAfterUpdateSchema,DevExpress.ExpressApp.Updating.ModuleUpdater,method,3,[]
DevExpress.ExpressApp.Updating.ModuleUpdater.UpdateDatabaseBeforeUpdateSchema,UpdateDatabaseBeforeUpdateSchema,DevExpress.ExpressApp.Updating.ModuleUpdater,method,1,[]
DevExpress.ExpressApp.Updating.ModuleUpdater.UpdateStatus,UpdateStatus,DevExpress.ExpressApp.Updating.ModuleUpdater,method,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,CategorizedListEditor,DevExpress.ExpressApp.TreeListEditors.Win,class,2,"['Application Model', 'Views', 'Property Editors', 'List Editors', 'XAF Application', 'List View']"
DevExpress.ExpressApp.ListView,ListView,DevExpress.ExpressApp,property,17,"['Application Model', 'Detail View', 'Views', 'Object Space', 'Popup Window Show Action', 'Property Editors', 'Actions', 'List Editors', 'XAF Application', 'List View', 'Lookup View', 'View Controller']"
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor.CategoriesListView,CategoriesListView,DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,property,1,"['List View', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,class,1,"['Property Editors', 'List View', 'List Editors', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor.Dispose,Dispose,DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor.FocusedObject,FocusedObject,DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,property,1,"['Property Editors', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor.Setup,Setup,DevExpress.ExpressApp.TreeListEditors.Win.CategorizedListEditor,method,1,"['Views', 'Property Editors', 'List Editors', 'XAF Application', 'List View']"
DevExpress.ExpressApp.Model.IModelColumnSummaryItem.SummaryType,SummaryType,DevExpress.ExpressApp.Model.IModelColumnSummaryItem,enum,3,"['WinForms', 'Views', 'Tree List', 'List View']"
DevExpress.ExpressApp.TreeListEditors.Win.IModelColumnTreeListWin.AllNodesSummary,AllNodesSummary,DevExpress.ExpressApp.TreeListEditors.Win.IModelColumnTreeListWin,property,1,"['Views', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.Win.IModelColumnTreeListWin._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.Win.IModelColumnTreeListWin,class,1,['Application Model']
DevExpress.ExpressApp.TreeListEditors.Win.IModelColumnTreeListWin,IModelColumnTreeListWin,DevExpress.ExpressApp.TreeListEditors.Win,interface,1,['Application Model']
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,TreeListEditor,DevExpress.ExpressApp.TreeListEditors.Win,class,2,"['Application Model', 'Views', 'Tree List', 'Property Editors', 'Actions', 'List Editors', 'Conditional Appearance', 'XAF Application', 'WinForms', 'List View']"
DevExpress.ExpressApp.Controls.NodeObjectAdapter,NodeObjectAdapter,DevExpress.ExpressApp.Controls,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Adapter,Adapter,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.ApplyModel,ApplyModel,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Application Model', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.BeginCustomization,BeginCustomization,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.BreakLinksToControls,BreakLinksToControls,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.CanShowPopupMenu,CanShowPopupMenu,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,class,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.ClearFocusedObjectOnMouseClick,ClearFocusedObjectOnMouseClick,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['List View', 'Actions', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListColumnWrapper,TreeListColumnWrapper,DevExpress.ExpressApp.TreeListEditors.Win,class,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Columns,Columns,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,2,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.ContextMenuTemplate,ContextMenuTemplate,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.DeferredNodeLoading,DeferredNodeLoading,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Dispose,Dispose,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.EndCustomization,EndCustomization,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.FocusedObject,FocusedObject,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.GetIndexByObject,GetIndexByObject,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,"['Property Editors', 'Views', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.GetObjectByIndex,GetObjectByIndex,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,"['Property Editors', 'Views', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.GetOrderedObjects,GetOrderedObjects,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,"['Property Editors', 'Views', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.GetSelectedObjects,GetSelectedObjects,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,['Actions']
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.HoldRootValue,HoldRootValue,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['List View', 'Views']"
DevExpress.ExpressApp.Model.IModelListView.IsFooterVisible,IsFooterVisible,DevExpress.ExpressApp.Model.IModelListView,class,2,"['List View', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.IsFooterVisible,IsFooterVisible,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Name,Name,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'List View', 'List Editors', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.OnExporting,OnExporting,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Actions', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.PopupSite,PopupSite,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Printable,Printable,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.PrintableChanged,PrintableChanged,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.ProcessSelectedItemBySingleClick,ProcessSelectedItemBySingleClick,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['List View', 'Views']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.RemoveColumn,RemoveColumn,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.RootValue,RootValue,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,[]
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.SaveModel,SaveModel,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Application Model', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.SelectionType,SelectionType,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Views', 'Property Editors', 'Actions', 'List Editors', 'List View']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.SetMenuManager,SetMenuManager,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,"['Property Editors', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.Setup,Setup,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,method,1,"['Views', 'Property Editors', 'List Editors', 'XAF Application', 'List View']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.SupportedExportFormats,SupportedExportFormats,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Tree List', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.TrackMousePosition,TrackMousePosition,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Reference Property', 'Views', 'Lookup View']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor.TreeList,TreeList,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,property,1,"['Property Editors', 'Actions', 'List Editors', 'View Controller', 'Controllers']"
DevExpress.XtraTreeList.TreeList,TreeList,DevExpress.XtraTreeList,property,1,"['Property Editors', 'Actions', 'List Editors', 'View Controller', 'Controllers']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditor,class,1,"['Views', 'Tree List', 'Property Editors', 'Conditional Appearance', 'Actions', 'List Editors', 'WinForms', 'List View']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorOptions._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorOptions,class,1,"['Tree List', 'List Editors']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule,TreeListEditorsWindowsFormsModule,DevExpress.ExpressApp.TreeListEditors.Win,class,2,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule.ExtendModelInterfaces,ExtendModelInterfaces,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule,class,1,['Application Model']
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule.GetModuleUpdaters,GetModuleUpdaters,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule,method,1,['Object Space']
DevExpress.ExpressApp.TreeListEditors.Win,Win,DevExpress.ExpressApp.TreeListEditors,class,2,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.Win.TreeListEditorsWindowsFormsModule,class,1,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.Win.v,v,DevExpress.ExpressApp.TreeListEditors.Win,method,2,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.v,v,DevExpress.ExpressApp.TreeListEditors,method,2,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.TreeListEditorsModuleBase,TreeListEditorsModuleBase,DevExpress.ExpressApp.TreeListEditors,class,2,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.TreeListEditors.TreeListEditorsModuleBase.GetModuleUpdaters,GetModuleUpdaters,DevExpress.ExpressApp.TreeListEditors.TreeListEditorsModuleBase,method,1,['Object Space']
DevExpress.ExpressApp.TreeListEditors.TreeListEditorsModuleBase._membersaltText,_membersaltText,DevExpress.ExpressApp.TreeListEditors.TreeListEditorsModuleBase,class,1,"['WinForms', 'Tree List']"
DevExpress.ExpressApp.Templates.IActionContainer._membersaltText,_membersaltText,DevExpress.ExpressApp.Templates.IActionContainer,class,1,"['Business Objects', 'Application Model', 'Actions']"
DevExpress.ExpressApp.Templates.IActionContainer,IActionContainer,DevExpress.ExpressApp.Templates,interface,3,"['Business Objects', 'Application Model', 'Actions']"
DevExpress.ExpressApp.Templates.IActionContainer.Register,Register,DevExpress.ExpressApp.Templates.IActionContainer,class,1,['Actions']
DevExpress.ExpressApp.Templates.IFrameTemplate._membersaltText,_membersaltText,DevExpress.ExpressApp.Templates.IFrameTemplate,class,1,['Business Objects']
DevExpress.ExpressApp.Templates.IFrameTemplate,IFrameTemplate,DevExpress.ExpressApp.Templates,interface,15,"['Application Model', 'Views', 'Business Objects', 'Actions', 'XAF Application', 'Popup Window Show Action', 'Controllers']"
DevExpress.ExpressApp.Templates.IFrameTemplate.SetView,SetView,DevExpress.ExpressApp.Templates.IFrameTemplate,method,1,['Views']
DevExpress.ExpressApp.Templates.ISupportStoreSettings._membersaltText,_membersaltText,DevExpress.ExpressApp.Templates.ISupportStoreSettings,class,1,"['WinForms', 'Application Model']"
DevExpress.ExpressApp.Templates.ISupportStoreSettings,ISupportStoreSettings,DevExpress.ExpressApp.Templates,interface,1,"['WinForms', 'Application Model']"
DevExpress.ExpressApp.Templates.ISupportStoreSettings.ReloadSettings,ReloadSettings,DevExpress.ExpressApp.Templates.ISupportStoreSettings,property,1,"['Property Editors', 'WinForms', 'Application Model']"
DevExpress.ExpressApp.Templates.ISupportStoreSettings.SaveSettings,SaveSettings,DevExpress.ExpressApp.Templates.ISupportStoreSettings,property,1,"['WinForms', 'Application Model']"
DevExpress.ExpressApp.Model.IModelTemplate,IModelTemplate,DevExpress.ExpressApp.Model,interface,4,"['Property Editors', 'XAF Application', 'WinForms', 'Application Model']"
