doc_id,keywords,keyword_count,has_deployment_tag,current_concepts,namespaces,apis
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/EFCoreObjectSpaceProviderOptionsBuilder/PreFetchReferenceProperties,applicationbuilder,1,False,Reference Property,,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreObjectSpaceProviderOptionsBuilder, DevExpress.ExpressApp.ApplicationBuilder.EFCoreObjectSpaceProviderOptionsBuilder.PreFetchReferenceProperties, DevExpress.ExpressApp.ApplicationBuilder.EFCoreObjectSpaceProviderOptionsBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/EFCoreObjectSpaceProviderOptionsBuilder/SchemaUpdateMode,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreObjectSpaceProviderOptionsBuilder.SchemaUpdateModename, DevExpress.ExpressApp.EFCore.EFCoreObjectSpaceProvider, DevExpress.ExpressApp.IObjectSpaceProvider.SchemaUpdateMode"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ILegacyInitializationXafApplication/ILegacyInitializationXafApplication,applicationbuilder,1,False,".NET Runtime, Blazor UI, Migration, Modules",,"DevExpress.ExpressApp.ApplicationBuilder.ILegacyInitializationXafApplication.InitializeComponent, DevExpress.ExpressApp.ApplicationBuilder.ILegacyInitializationXafApplication._membersaltText, DevExpress.ExpressApp.ApplicationBuilder.ILegacyInitializationXafApplicationname"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ILegacyInitializationXafApplication/ILegacyInitializationXafApplication,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.SystemModule.SystemBlazorModule, DevExpress.ExpressApp.SystemModule.SystemModule"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ILegacyInitializationXafApplication/ILegacyInitializationXafApplication,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.SystemModule.SystemModule, DevExpress.ExpressApp.Win.SystemModule.SystemWindowsFormsModule"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ILegacyInitializationXafApplication/InitializeComponent,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder.ILegacyInitializationXafApplication, DevExpress.ExpressApp.ApplicationBuilder.ILegacyInitializationXafApplication.InitializeComponentname"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IMiddleTierClient`1/CreateObjectSpace,applicationbuilder,1,False,Object Space,,"DevExpress.ExpressApp.ApplicationBuilder.IMiddleTierClient, DevExpress.ExpressApp.IObjectSpacedescription, IObjectSpace"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IMiddleTierClient`1/IMiddleTierClient`1,applicationbuilder,1,False,Authentication,,"DevExpress.ExpressApp.ApplicationBuilder.IMiddleTierClient, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder1.Build"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IMiddleTierClient`1/Security,applicationbuilder,1,False,Security System,,"DevExpress.EntityFrameworkCore.Security.MiddleTier.ClientServer.WebApiMiddleTierClientSecuritydescription, DevExpress.ExpressApp.ApplicationBuilder.IMiddleTierClient, EntityFrameworkCore"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1,applicationbuilder,1,False,,,DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1_1,applicationbuilder,1,False,Actions,,DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1_1,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/Add``1_1,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IModuleBuilder`1/IModuleBuilder`1,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderBuilder`1/Add,applicationbuilder,1,False,Object Space,,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderBuilder, DevExpress.ExpressApp.CreateCustomObjectSpaceProviderEventArgs, DevExpress.ExpressApp.IObjectSpaceProvider"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderBuilder`1/Add,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderBuilder`1/IObjectSpaceProviderBuilder`1,applicationbuilder,1,False,"Object Space, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderServiceBasedBuilder`1/Add,applicationbuilder,1,False,"Blazor UI, Object Space",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderServiceBasedBuilder, DevExpress.ExpressApp.IObjectSpaceProvider"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderServiceBasedBuilder`1/Add,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderServiceBasedBuilder`1/IObjectSpaceProviderServiceBasedBuilder`1,applicationbuilder,1,False,".NET Runtime, Blazor UI, Object Space",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderServiceBasedBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/AddBuildStep,applicationbuilder,1,False,"Actions, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.IXafApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/AddBuildStep,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/AddBuildStep,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/IXafApplicationBuilder`1,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder.IXafApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/Modules,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.ApplicationBuilder.IXafApplicationBuilder1"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/Modules,applicationbuilder,1,False,"Modules, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.ApplicationBuilder.IXafApplicationBuilder1"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/Modules,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/Modules,applicationbuilder,1,False,".NET Runtime, Blazor UI, Modules, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.ApplicationBuilder.IXafApplicationBuilder1"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IXafApplicationBuilder`1/Modules,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/ConfigureDbContext,applicationbuilder,1,False,Actions,,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder0, EntityFrameworkCore"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/ConfigureObjectSpaceProvider,applicationbuilder,1,False,Actions,,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreObjectSpaceProviderOptionsBuilder, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder1"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/ConfigureOptions,applicationbuilder,1,False,"Actions, Entity Framework Core",,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreMiddleTierSecurityOptions, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder, EF Core"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/ConfigureServices,applicationbuilder,1,False,Actions,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/MiddleTierClientBuilder`1,applicationbuilder,1,False,Authentication,,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilderDbContext"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UsePasswordAuthentication,applicationbuilder,1,False,"Actions, Authentication",,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder, DevExpress.ExpressApp.Security.IAuthenticationStandardLogonParameters"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UsePasswordAuthentication_1,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UseServer,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UseTokenAuthentication,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UseTokenAuthentication_1,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UseTokenAuthentication_2,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierClientBuilder`1/UseWindowsAuthentication,applicationbuilder,1,False,Authentication,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierClientBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,"Object Space, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityEvents.CustomCreateObjectSpaceProvidername, DevExpress.ExpressApp.CustomCreateObjectSpaceProviderContext, DevExpress.ExpressApp.IObjectSpaceProvider"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,,,
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnCustomAuthenticate,applicationbuilder,1,False,"Actions, Authentication",,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityEvents.OnCustomAuthenticatename, DevExpress.ExpressApp.Security.ClientServer.WebApiSecuredDataServerClientCustomAuthenticateEventArgs, DevExpress.ExpressApp.Security.ISecurityStrategyBase"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnCustomAuthenticate,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnCustomCreateHttpClient,applicationbuilder,1,False,".NET Runtime, WinForms",,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityEvents.OnCustomCreateHttpClientname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnCustomCreateHttpClient,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnHttpClientCreated,applicationbuilder,1,False,".NET Runtime, Actions, WinForms",,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityEvents.OnHttpClientCreatedname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityEvents/OnHttpClientCreated,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/BaseAddress,applicationbuilder,1,False,,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityOptions.BaseAddressname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/BaseAddress,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/Events,applicationbuilder,1,False,XPO,,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityEventsdescription, DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityOptions.Eventsname, XPO"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/Events,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/WaitForMiddleTierServerReady,applicationbuilder,1,False,WinForms,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityOptions.WaitForMiddleTierServerReadyname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/MiddleTierSecurityOptions/WaitForMiddleTierServerReady_1,applicationbuilder,1,False,WinForms,,DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityOptions.WaitForMiddleTierServerReady
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ModelDifferencesOptions/ContextId,applicationbuilder,1,False,"Blazor UI, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions.ContextIdname, DevExpress.Persistent.BaseImpl.ModelDifference"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ModelDifferencesOptions/ModuleType,applicationbuilder,1,False,Application Model,,DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions.ModuleTypename
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ModelDifferencesOptions/ProductionModelResourceName,applicationbuilder,1,False,"Application Model, Tenant",,DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions.ProductionModelResourceNamename
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ModelDifferencesOptions/ServiceModelResourceName,applicationbuilder,1,False,"Application Model, Tenant",,DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions.ServiceModelResourceNamename
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ModelDifferencesOptions/UseTenantSpecificModel,applicationbuilder,1,False,,,DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions.UseTenantSpecificModelname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/NonPersistentObjectSpaceProviderBuilderExtensions/AddNonPersistent``1,applicationbuilder,1,False,".NET Runtime, Actions, Blazor UI, Object Space",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderServiceBasedBuilder, DevExpress.ExpressApp.ApplicationBuilder.NonPersistentObjectSpaceProviderBuilderExtensions.AddNonPersistent0, DevExpress.ExpressApp.ApplicationBuilder.NonPersistentObjectSpaceProviderOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/NonPersistentObjectSpaceProviderBuilderExtensions/AddNonPersistent``1,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/NonPersistentObjectSpaceProviderBuilderExtensions/AddNonPersistent``1_1,applicationbuilder,1,False,"Actions, Object Space, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderBuilder, DevExpress.ExpressApp.ApplicationBuilder.NonPersistentObjectSpaceProviderBuilderExtensions.AddNonPersistent0, DevExpress.ExpressApp.ApplicationBuilder.NonPersistentObjectSpaceProviderOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/NonPersistentObjectSpaceProviderBuilderExtensions/AddNonPersistent``1_1,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/NonPersistentObjectSpaceProviderOptions/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,"Blazor UI, Non-Persistent Objects, Object Space, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.NonPersistentObjectSpaceProviderOptions.CustomCreateObjectSpaceProvidername, DevExpress.ExpressApp.CustomCreateObjectSpaceProviderContext, DevExpress.ExpressApp.IObjectSpaceProvider"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ObjectCloningApplicationBuilderExtensions/AddCloning``1,applicationbuilder,1,False,Actions,,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.ApplicationBuilder.ObjectCloningApplicationBuilderExtensions.AddCloning0, DevExpress.ExpressApp.CloneObject.ObjectCloningOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ObjectCloningApplicationBuilderExtensions/AddCloning``1,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/ObjectCloningApplicationBuilderExtensions/AddCloning``1,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1,applicationbuilder,1,False,".NET Runtime, Actions, Blazor UI, Object Space",,"DevExpress.EntityFrameworkCore.Security.SecuredEFCoreObjectSpaceProvider, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextServiceBasedConfigurator"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_1,applicationbuilder,1,False,"Actions, Object Space, WinForms",,"DevExpress.EntityFrameworkCore.Security.SecuredEFCoreObjectSpace, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextConfigurator"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_1,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_2,applicationbuilder,1,False,".NET Runtime, Actions, Blazor UI, Object Space",,"DevExpress.EntityFrameworkCore.Security.SecuredEFCoreObjectSpaceProvider, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextServiceBasedConfigurator"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_2,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_3,applicationbuilder,1,False,"Actions, Object Space, WinForms",,"DevExpress.EntityFrameworkCore.Security.SecuredEFCoreObjectSpace, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextConfigurator"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_3,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/ChartsApplicationBuilderExtensions/AddCharts,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,,,
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,,,
data/raw_md/apidoc/DevExpress.EasyTest.Framework/BlazorApplicationOptions/Configuration,configuration,1,False,Testing,,DevExpress.EasyTest.Framework.BlazorApplicationOptions.Configurationname
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/SchemaUpdateMode,applicationbuilder,1,False,XPO,,"DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.SchemaUpdateModename, DevExpress.ExpressApp.SchemaUpdateModedescription, DevExpress.ExpressApp.Xpo.XPObjectSpaceProvider.SchemaUpdateMode"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/UseCustomDataStoreProvider,applicationbuilder,1,False,XPO,,"DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.ConnectionString, DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.UseCustomDataStoreProvider, DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.UseSharedDataStoreProvider"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/UseSharedDataStoreProvider,applicationbuilder,1,False,"Object Space, XPO",,"DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.UseCustomDataStoreProvider, DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.UseSharedDataStoreProvidername, DevExpress.ExpressApp.Xpo.IXpoDataStoreProvider"
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpaceProvider/ConnectionString1132832,connectionstring,1,False,"Database Connection, Object Space",,DevExpress.ExpressApp.IObjectSpaceProvider.ConnectionStringname
data/raw_md/apidoc/DevExpress.ExpressApp/ModuleBase/GetStartupActions1130586,startup,1,False,"Actions, Views",,"DevExpress.ExpressApp.Actions.PopupWindowShowAction, DevExpress.ExpressApp.ModuleBase.GetStartupActionsname"
data/raw_md/apidoc/DevExpress.ExpressApp/ModuleBase/GetStartupActions1130586,startup,1,False,"Actions, Object Space",,"DevExpress.ExpressApp.Actions, IObjectSpace, objectSpace"
data/raw_md/apidoc/DevExpress.ExpressApp/ModuleBase/GetStartupActions1130586,startup,1,False,"Actions, Object Space, Security System, WinForms",,"DevExpress.ExpressApp.Actions, IObjectSpace, objectSpace"
data/raw_md/apidoc/DevExpress.ExpressApp/ModuleBase/GetStartupActions1130586,startup,1,False,,,
data/raw_md/apidoc/DevExpress.ExpressApp/WebMessageOptions/ToastConfiguration1195264,configuration,1,False,,,DevExpress.ExpressApp.WebMessageOptions.ToastConfigurationname
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ConnectionString1130235,connectionstring,1,False,"Database Connection, Template Kit, WinForms, XAF Application",,DevExpress.ExpressApp.XafApplication.ConnectionStringname
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ConnectionString1130235,connectionstring,1,False,".NET Runtime, Blazor UI, Database Connection, WinForms",,
